GEOTYPE|GEOTYPE_MEANING|ST|GEO_ID|GEOGRAPHY|PROGRAM|PROGRAM_MEANING|SECTOR|SECTOR_MEANING|NAICS2002|NAICS2002_MEANING|CONCENFI|CONCENFI_MEANING|FOOTID|FOOTID_MEANING|YEAR|YEAR_MEANING|COMPANY|COMPANY_F|RCPTOT|RCPTOT_F|CCORCPPCT|CCORCPPCT_F|VSHERFI|VSHERFI_F 
01|United States|00|01000US|United States|EC|2002 Economic Census|31|Manufacturing|3131|Fiber, yarn, & thread mills|859|50 largest companies|||2002|Reference year 2002|0|X|0|X|88||526.4|
01|United States|00|01000US|United States|EC|2002 Economic Census|31|Manufacturing|31311|Fiber, yarn, & thread mills|004|All companies|||2002|Reference year 2002|384||10629613||100||0|X
01|United States|00|01000US|United States|EC|2002 Economic Census|31|Manufacturing|31311|Fiber, yarn, & thread mills|856|4 largest companies|||2002|Reference year 2002|0|X|0|X|38||0|X
01|United States|00|01000US|United States|EC|2002 Economic Census|31|Manufacturing|31311|Fiber, yarn, & thread mills|857|8 largest companies|||2002|Reference year 2002|0|X|0|X|51.2||0|X
01|United States|00|01000US|United States|EC|2002 Economic Census|31|Manufacturing|31311|Fiber, yarn, & thread mills|858|20 largest companies|||2002|Reference year 2002|0|X|0|X|73.2||0|X
01|United States|00|01000US|United States|EC|2002 Economic Census|31|Manufacturing|31311|Fiber, yarn, & thread mills|859|50 largest companies|||2002|Reference year 2002|0|X|0|X|88||526.4|
01|United States|00|01000US|United States|EC|2002 Economic Census|31|Manufacturing|313111|Yarn spinning mills|004|All companies|||2002|Reference year 2002|216||6007024||100||0|X
01|United States|00|01000US|United States|EC|2002 Economic Census|31|Manufacturing|313111|Yarn spinning mills|856|4 largest companies|||2002|Reference year 2002|0|X|0|X|34.5||0|X
01|United States|00|01000US|United States|EC|2002 Economic Census|31|Manufacturing|313111|Yarn spinning mills|857|8 largest companies|||2002|Reference year 2002|0|X|0|X|51.1||0|X
01|United States|00|01000US|United States|EC|2002 Economic Census|31|Manufacturing|313111|Yarn spinning mills|858|20 largest companies|||2002|Reference year 2002|0|X|0|X|74.8||0|X
01|United States|00|01000US|United States|EC|2002 Economic Census|31|Manufacturing|313111|Yarn spinning mills|859|50 largest companies|||2002|Reference year 2002|0|X|0|X|92.6||455.2|
01|United States|00|01000US|United States|EC|2002 Economic Census|31|Manufacturing|313112|Yarn texturizing, throwing, & twisting mills|004|All companies|||2002|Reference year 2002|100||4328830||100||0|X
01|United States|00|01000US|United States|EC|2002 Economic Census|31|Manufacturing|313112|Yarn texturizing, throwing, & twisting mills|856|4 largest companies|||2002|Reference year 2002|0|X|0|X|58.4||0|X
01|United States|00|01000US|United States|EC|2002 Economic Census|31|Manufacturing|313112|Yarn texturizing, throwing, & twisting mills|857|8 largest companies|||2002|Reference year 2002|0|X|0|X|75.5||0|X
01|United States|00|01000US|United States|EC|2002 Economic Census|31|Manufacturing|313112|Yarn texturizing, throwing, & twisting mills|858|20 largest companies|||2002|Reference year 2002|0|X|0|X|89.4||0|X
01|United States|00|01000US|United States|EC|2002 Economic Census|31|Manufacturing|313112|Yarn texturizing, throwing, & twisting mills|859|50 largest companies|||2002|Reference year 2002|0|X|0|X|98.2||1259.1|
01|United States|00|01000US|United States|EC|2002 Economic Census|31|Manufacturing|313113|Thread mills|004|All companies|||2002|Reference year 2002|83||293759||100||0|X
01|United States|00|01000US|United States|EC|2002 Economic Census|31|Manufacturing|313113|Thread mills|856|4 largest companies|||2002|Reference year 2002|0|X|0|X|64.4||0|X
01|United States|00|01000US|United States|EC|2002 Economic Census|31|Manufacturing|313113|Thread mills|857|8 largest companies|||2002|Reference year 2002|0|X|0|X|77.2||0|X
01|United States|00|01000US|United States|EC|2002 Economic Census|31|Manufacturing|313113|Thread mills|858|20 largest companies|||2002|Reference year 2002|0|X|0|X|91.9||0|X
01|United States|00|01000US|United States|EC|2002 Economic Census|31|Manufacturing|313113|Thread mills|859|50 largest companies|||2002|Reference year 2002|0|X|0|X|98.7||2487.6|
01|United States|00|01000US|United States|EC|2002 Economic Census|31|Manufacturing|3132|Fabric mills|004|All companies|||2002|Reference year 2002|1511||22475928||100||0|X
01|United States|00|01000US|United States|EC|2002 Economic Census|31|Manufacturing|3132|Fabric mills|856|4 largest companies|||2002|Reference year 2002|0|X|0|X|17.2||0|X
01|United States|00|01000US|United States|EC|2002 Economic Census|31|Manufacturing|3132|Fabric mills|857|8 largest companies|||2002|Reference year 2002|0|X|0|X|25.8||0|X
01|United States|00|01000US|United States|EC|2002 Economic Census|31|Manufacturing|3132|Fabric mills|858|20 largest companies|||2002|Reference year 2002|0|X|0|X|44.2||0|X
01|United States|00|01000US|United States|EC|2002 Economic Census|31|Manufacturing|3132|Fabric mills|859|50 largest companies|||2002|Reference year 2002|0|X|0|X|63.2||154.8|
01|United States|00|01000US|United States|EC|2002 Economic Census|31|Manufacturing|31321|Broadwoven fabric mills|004|All companies|||2002|Reference year 2002|643||11408319||100||0|X
01|United States|00|01000US|United States|EC|2002 Economic Census|31|Manufacturing|31321|Broadwoven fabric mills|856|4 largest companies|||2002|Reference year 2002|0|X|0|X|19.5||0|X
01|United States|00|01000US|United States|EC|2002 Economic Census|31|Manufacturing|31321|Broadwoven fabric mills|857|8 largest companies|||2002|Reference year 2002|0|X|0|X|33.2||0|X
01|United States|00|01000US|United States|EC|2002 Economic Census|31|Manufacturing|31321|Broadwoven fabric mills|858|20 largest companies|||2002|Reference year 2002|0|X|0|X|58||0|X
01|United States|00|01000US|United States|EC|2002 Economic Census|31|Manufacturing|31321|Broadwoven fabric mills|859|50 largest companies|||2002|Reference year 2002|0|X|0|X|79.7||223.4|
01|United States|00|01000US|United States|EC|2002 Economic Census|31|Manufacturing|313210|Broadwoven fabric mills|004|All companies|||2002|Reference year 2002|643||11408319||100||0|X
01|United States|00|01000US|United States|EC|2002 Economic Census|31|Manufacturing|313210|Broadwoven fabric mills|856|4 largest companies|||2002|Reference year 2002|0|X|0|X|19.5||0|X
01|United States|00|01000US|United States|EC|2002 Economic Census|31|Manufacturing|313210|Broadwoven fabric mills|857|8 largest companies|||2002|Reference year 2002|0|X|0|X|33.2||0|X
01|United States|00|01000US|United States|EC|2002 Economic Census|31|Manufacturing|313210|Broadwoven fabric mills|858|20 largest companies|||2002|Reference year 2002|0|X|0|X|58||0|X
01|United States|00|01000US|United States|EC|2002 Economic Census|31|Manufacturing|313210|Broadwoven fabric mills|859|50 largest companies|||2002|Reference year 2002|0|X|0|X|79.7||223.4|
01|United States|00|01000US|United States|EC|2002 Economic Census|31|Manufacturing|31322|Narrow fabric mills & schiffli machine embroidery|004|All companies|||2002|Reference year 2002|343||1396950||100||0|X
01|United States|00|01000US|United States|EC|2002 Economic Census|31|Manufacturing|31322|Narrow fabric mills & schiffli machine embroidery|856|4 largest companies|||2002|Reference year 2002|0|X|0|X|23.6||0|X
01|United States|00|01000US|United States|EC|2002 Economic Census|31|Manufacturing|31322|Narrow fabric mills & schiffli machine embroidery|857|8 largest companies|||2002|Reference year 2002|0|X|0|X|38.3||0|X
01|United States|00|01000US|United States|EC|2002 Economic Census|31|Manufacturing|31322|Narrow fabric mills & schiffli machine embroidery|858|20 largest companies|||2002|Reference year 2002|0|X|0|X|60.4||0|X
01|United States|00|01000US|United States|EC|2002 Economic Census|31|Manufacturing|31322|Narrow fabric mills & schiffli machine embroidery|859|50 largest companies|||2002|Reference year 2002|0|X|0|X|82.1||258.4|
01|United States|00|01000US|United States|EC|2002 Economic Census|31|Manufacturing|313221|Narrow fabric mills|004|All companies|||2002|Reference year 2002|208||1247929||100||0|X
01|United States|00|01000US|United States|EC|2002 Economic Census|31|Manufacturing|313221|Narrow fabric mills|856|4 largest companies|||2002|Reference year 2002|0|X|0|X|26.4||0|X
01|United States|00|01000US|United States|EC|2002 Economic Census|31|Manufacturing|313221|Narrow fabric mills|857|8 largest companies|||2002|Reference year 2002|0|X|0|X|42.9||0|X
01|United States|00|01000US|United States|EC|2002 Economic Census|31|Manufacturing|313221|Narrow fabric mills|858|20 largest companies|||2002|Reference year 2002|0|X|0|X|67.5||0|X
01|United States|00|01000US|United States|EC|2002 Economic Census|31|Manufacturing|313221|Narrow fabric mills|859|50 largest companies|||2002|Reference year 2002|0|X|0|X|88.5||318.8|
01|United States|00|01000US|United States|EC|2002 Economic Census|31|Manufacturing|313222|Schiffli machine embroidery|004|All companies|||2002|Reference year 2002|135||149021||100||0|X
01|United States|00|01000US|United States|EC|2002 Economic Census|31|Manufacturing|313222|Schiffli machine embroidery|856|4 largest companies|||2002|Reference year 2002|0|X|0|X|35.6||0|X
01|United States|00|01000US|United States|EC|2002 Economic Census|31|Manufacturing|313222|Schiffli machine embroidery|857|8 largest companies|||2002|Reference year 2002|0|X|0|X|54.5||0|X
01|United States|00|01000US|United States|EC|2002 Economic Census|31|Manufacturing|313222|Schiffli machine embroidery|858|20 largest companies|||2002|Reference year 2002|0|X|0|X|76||0|X
01|United States|00|01000US|United States|EC|2002 Economic Census|31|Manufacturing|313222|Schiffli machine embroidery|859|50 largest companies|||2002|Reference year 2002|0|X|0|X|91.3||484.5|
01|United States|00|01000US|United States|EC|2002 Economic Census|31|Manufacturing|31323|Nonwoven fabric mills|004|All companies|||2002|Reference year 2002|218||5921838||100||0|X
01|United States|00|01000US|United States|EC|2002 Economic Census|31|Manufacturing|31323|Nonwoven fabric mills|856|4 largest companies|||2002|Reference year 2002|0|X|0|X|50.8||0|X
01|United States|00|01000US|United States|EC|2002 Economic Census|31|Manufacturing|31323|Nonwoven fabric mills|857|8 largest companies|||2002|Reference year 2002|0|X|0|X|62.9||0|X
01|United States|00|01000US|United States|EC|2002 Economic Census|31|Manufacturing|31323|Nonwoven fabric mills|858|20 largest companies|||2002|Reference year 2002|0|X|0|X|75.3||0|X
01|United States|00|01000US|United States|EC|2002 Economic Census|31|Manufacturing|31323|Nonwoven fabric mills|859|50 largest companies|||2002|Reference year 2002|0|X|0|X|89.5||1147.3|
01|United States|00|01000US|United States|EC|2002 Economic Census|31|Manufacturing|313230|Nonwoven fabric mills|004|All companies|||2002|Reference year 2002|218||5921838||100||0|X
01|United States|00|01000US|United States|EC|2002 Economic Census|31|Manufacturing|313230|Nonwoven fabric mills|856|4 largest companies|||2002|Reference year 2002|0|X|0|X|50.8||0|X
01|United States|00|01000US|United States|EC|2002 Economic Census|31|Manufacturing|313230|Nonwoven fabric mills|857|8 largest companies|||2002|Reference year 2002|0|X|0|X|62.9||0|X
01|United States|00|01000US|United States|EC|2002 Economic Census|31|Manufacturing|313230|Nonwoven fabric mills|858|20 largest companies|||2002|Reference year 2002|0|X|0|X|75.3||0|X
01|United States|00|01000US|United States|EC|2002 Economic Census|31|Manufacturing|313230|Nonwoven fabric mills|859|50 largest companies|||2002|Reference year 2002|0|X|0|X|89.5||1147.3|
01|United States|00|01000US|United States|EC|2002 Economic Census|31|Manufacturing|31324|Knit fabric mills|004|All companies|||2002|Reference year 2002|330||3748821||100||0|X
01|United States|00|01000US|United States|EC|2002 Economic Census|31|Manufacturing|31324|Knit fabric mills|856|4 largest companies|||2002|Reference year 2002|0|X|0|X|35.1||0|X
01|United States|00|01000US|United States|EC|2002 Economic Census|31|Manufacturing|31324|Knit fabric mills|857|8 largest companies|||2002|Reference year 2002|0|X|0|X|45.5||0|X
01|United States|00|01000US|United States|EC|2002 Economic Census|31|Manufacturing|31324|Knit fabric mills|858|20 largest companies|||2002|Reference year 2002|0|X|0|X|62.4||0|X
01|United States|00|01000US|United States|EC|2002 Economic Census|31|Manufacturing|31324|Knit fabric mills|859|50 largest companies|||2002|Reference year 2002|0|X|0|X|80.7||441.9|
01|United States|00|01000US|United States|EC|2002 Economic Census|31|Manufacturing|313241|Weft knit fabric mills|004|All companies|||2002|Reference year 2002|166||2150760||100||0|X
01|United States|00|01000US|United States|EC|2002 Economic Census|31|Manufacturing|313241|Weft knit fabric mills|856|4 largest companies|||2002|Reference year 2002|0|X|0|X|54.1||0|X
01|United States|00|01000US|United States|EC|2002 Economic Census|31|Manufacturing|313241|Weft knit fabric mills|857|8 largest companies|||2002|Reference year 2002|0|X|0|X|66.7||0|X
01|United States|00|01000US|United States|EC|2002 Economic Census|31|Manufacturing|313241|Weft knit fabric mills|858|20 largest companies|||2002|Reference year 2002|0|X|0|X|81||0|X
01|United States|00|01000US|United States|EC|2002 Economic Census|31|Manufacturing|313241|Weft knit fabric mills|859|50 largest companies|||2002|Reference year 2002|0|X|0|X|92.4||1112.1|
01|United States|00|01000US|United States|EC|2002 Economic Census|31|Manufacturing|313249|Other knit fabric & lace mills|004|All companies|||2002|Reference year 2002|168||1598061||100||0|X
01|United States|00|01000US|United States|EC|2002 Economic Census|31|Manufacturing|313249|Other knit fabric & lace mills|856|4 largest companies|||2002|Reference year 2002|0|X|0|X|30.6||0|X
01|United States|00|01000US|United States|EC|2002 Economic Census|31|Manufacturing|313249|Other knit fabric & lace mills|857|8 largest companies|||2002|Reference year 2002|0|X|0|X|43.6||0|X
01|United States|00|01000US|United States|EC|2002 Economic Census|31|Manufacturing|313249|Other knit fabric & lace mills|858|20 largest companies|||2002|Reference year 2002|0|X|0|X|68||0|X
01|United States|00|01000US|United States|EC|2002 Economic Census|31|Manufacturing|313249|Other knit fabric & lace mills|859|50 largest companies|||2002|Reference year 2002|0|X|0|X|87.8||371.8|
01|United States|00|01000US|United States|EC|2002 Economic Census|31|Manufacturing|3133|Textile & fabric finishing & fabric coating mills|004|All companies|||2002|Reference year 2002|1494||12391851||100||0|X
01|United States|00|01000US|United States|EC|2002 Economic Census|31|Manufacturing|3133|Textile & fabric finishing & fabric coating mills|856|4 largest companies|||2002|Reference year 2002|0|X|0|X|16.5||0|X
01|United States|00|01000US|United States|EC|2002 Economic Census|31|Manufacturing|3133|Textile & fabric finishing & fabric coating mills|857|8 largest companies|||2002|Reference year 2002|0|X|0|X|26.5||0|X
01|United States|00|01000US|United States|EC|2002 Economic Census|31|Manufacturing|3133|Textile & fabric finishing & fabric coating mills|858|20 largest companies|||2002|Reference year 2002|0|X|0|X|39.8||0|X
01|United States|00|01000US|United States|EC|2002 Economic Census|31|Manufacturing|3133|Textile & fabric finishing & fabric coating mills|859|50 largest companies|||2002|Reference year 2002|0|X|0|X|56||124.8|
01|United States|00|01000US|United States|EC|2002 Economic Census|31|Manufacturing|31331|Textile & fabric finishing mills|004|All companies|||2002|Reference year 2002|1293||10439536||100||0|X
01|United States|00|01000US|United States|EC|2002 Economic Census|31|Manufacturing|31331|Textile & fabric finishing mills|856|4 largest companies|||2002|Reference year 2002|0|X|0|X|19.5||0|X
01|United States|00|01000US|United States|EC|2002 Economic Census|31|Manufacturing|31331|Textile & fabric finishing mills|857|8 largest companies|||2002|Reference year 2002|0|X|0|X|30.7||0|X
01|United States|00|01000US|United States|EC|2002 Economic Census|31|Manufacturing|31331|Textile & fabric finishing mills|858|20 largest companies|||2002|Reference year 2002|0|X|0|X|46||0|X
01|United States|00|01000US|United States|EC|2002 Economic Census|31|Manufacturing|31331|Textile & fabric finishing mills|859|50 largest companies|||2002|Reference year 2002|0|X|0|X|62.3||166.7|
01|United States|00|01000US|United States|EC|2002 Economic Census|31|Manufacturing|313311|Broadwoven fabric finishing mills|004|All companies|||2002|Reference year 2002|951||6829131||100||0|X
01|United States|00|01000US|United States|EC|2002 Economic Census|31|Manufacturing|313311|Broadwoven fabric finishing mills|856|4 largest companies|||2002|Reference year 2002|0|X|0|X|28.9||0|X
01|United States|00|01000US|United States|EC|2002 Economic Census|31|Manufacturing|313311|Broadwoven fabric finishing mills|857|8 largest companies|||2002|Reference year 2002|0|X|0|X|40.8||0|X
01|United States|00|01000US|United States|EC|2002 Economic Census|31|Manufacturing|313311|Broadwoven fabric finishing mills|858|20 largest companies|||2002|Reference year 2002|0|X|0|X|55.2||0|X
01|United States|00|01000US|United States|EC|2002 Economic Census|31|Manufacturing|313311|Broadwoven fabric finishing mills|859|50 largest companies|||2002|Reference year 2002|0|X|0|X|70.2||298.4|
01|United States|00|01000US|United States|EC|2002 Economic Census|31|Manufacturing|313312|Textile & fabric finishing (except broadwoven fabric) mills|004|All companies|||2002|Reference year 2002|350||3610405||100||0|X
01|United States|00|01000US|United States|EC|2002 Economic Census|31|Manufacturing|313312|Textile & fabric finishing (except broadwoven fabric) mills|856|4 largest companies|||2002|Reference year 2002|0|X|0|X|28||0|X
01|United States|00|01000US|United States|EC|2002 Economic Census|31|Manufacturing|313312|Textile & fabric finishing (except broadwoven fabric) mills|857|8 largest companies|||2002|Reference year 2002|0|X|0|X|43||0|X
01|United States|00|01000US|United States|EC|2002 Economic Census|31|Manufacturing|313312|Textile & fabric finishing (except broadwoven fabric) mills|858|20 largest companies|||2002|Reference year 2002|0|X|0|X|60.2||0|X
01|United States|00|01000US|United States|EC|2002 Economic Census|31|Manufacturing|313312|Textile & fabric finishing (except broadwoven fabric) mills|859|50 largest companies|||2002|Reference year 2002|0|X|0|X|79.8||317.5|
01|United States|00|01000US|United States|EC|2002 Economic Census|31|Manufacturing|31332|Fabric coating mills|004|All companies|||2002|Reference year 2002|207||1952315||100||0|X
01|United States|00|01000US|United States|EC|2002 Economic Census|31|Manufacturing|31332|Fabric coating mills|856|4 largest companies|||2002|Reference year 2002|0|X|0|X|19.6||0|X
01|United States|00|01000US|United States|EC|2002 Economic Census|31|Manufacturing|31332|Fabric coating mills|857|8 largest companies|||2002|Reference year 2002|0|X|0|X|33.4||0|X
01|United States|00|01000US|United States|EC|2002 Economic Census|31|Manufacturing|31332|Fabric coating mills|858|20 largest companies|||2002|Reference year 2002|0|X|0|X|58.2||0|X
01|United States|00|01000US|United States|EC|2002 Economic Census|31|Manufacturing|31332|Fabric coating mills|859|50 largest companies|||2002|Reference year 2002|0|X|0|X|80.4||218.9|
01|United States|00|01000US|United States|EC|2002 Economic Census|31|Manufacturing|313320|Fabric coating mills|004|All companies|||2002|Reference year 2002|207||1952315||100||0|X
01|United States|00|01000US|United States|EC|2002 Economic Census|31|Manufacturing|313320|Fabric coating mills|856|4 largest companies|||2002|Reference year 2002|0|X|0|X|19.6||0|X
01|United States|00|01000US|United States|EC|2002 Economic Census|31|Manufacturing|313320|Fabric coating mills|857|8 largest companies|||2002|Reference year 2002|0|X|0|X|33.4||0|X
01|United States|00|01000US|United States|EC|2002 Economic Census|31|Manufacturing|313320|Fabric coating mills|858|20 largest companies|||2002|Reference year 2002|0|X|0|X|58.2||0|X
01|United States|00|01000US|United States|EC|2002 Economic Census|31|Manufacturing|313320|Fabric coating mills|859|50 largest companies|||2002|Reference year 2002|0|X|0|X|80.4||218.9|
01|United States|00|01000US|United States|EC|2002 Economic Census|31|Manufacturing|314|Textile product mills|004|All companies|||2002|Reference year 2002|6943||32085578||100||0|X
01|United States|00|01000US|United States|EC|2002 Economic Census|31|Manufacturing|314|Textile product mills|856|4 largest companies|||2002|Reference year 2002|0|X|0|X|35||0|X
01|United States|00|01000US|United States|EC|2002 Economic Census|31|Manufacturing|314|Textile product mills|857|8 largest companies|||2002|Reference year 2002|0|X|0|X|41.6||0|X
01|United States|00|01000US|United States|EC|2002 Economic Census|31|Manufacturing|314|Textile product mills|858|20 largest companies|||2002|Reference year 2002|0|X|0|X|52.4||0|X
01|United States|00|01000US|United States|EC|2002 Economic Census|31|Manufacturing|314|Textile product mills|859|50 largest companies|||2002|Reference year 2002|0|X|0|X|61.9||403|
01|United States|00|01000US|United States|EC|2002 Economic Census|31|Manufacturing|3141|Textile furnishings mills|004|All companies|||2002|Reference year 2002|2738||22302195||100||0|X
01|United States|00|01000US|United States|EC|2002 Economic Census|31|Manufacturing|3141|Textile furnishings mills|856|4 largest companies|||2002|Reference year 2002|0|X|0|X|49.4||0|X
01|United States|00|01000US|United States|EC|2002 Economic Census|31|Manufacturing|3141|Textile furnishings mills|857|8 largest companies|||2002|Reference year 2002|0|X|0|X|58.2||0|X
01|United States|00|01000US|United States|EC|2002 Economic Census|31|Manufacturing|3141|Textile furnishings mills|858|20 largest companies|||2002|Reference year 2002|0|X|0|X|70.4||0|X
01|United States|00|01000US|United States|EC|2002 Economic Census|31|Manufacturing|3141|Textile furnishings mills|859|50 largest companies|||2002|Reference year 2002|0|X|0|X|80.3||793.6|
01|United States|00|01000US|United States|EC|2002 Economic Census|31|Manufacturing|31411|Carpet & rug mills|004|All companies|||2002|Reference year 2002|342||13958654||100||0|X
01|United States|00|01000US|United States|EC|2002 Economic Census|31|Manufacturing|31411|Carpet & rug mills|856|4 largest companies|||2002|Reference year 2002|0|X|0|X|65||0|X
01|United States|00|01000US|United States|EC|2002 Economic Census|31|Manufacturing|31411|Carpet & rug mills|857|8 largest companies|||2002|Reference year 2002|0|X|0|X|75.6||0|X
01|United States|00|01000US|United States|EC|2002 Economic Census|31|Manufacturing|31411|Carpet & rug mills|858|20 largest companies|||2002|Reference year 2002|0|X|0|X|88.1||0|X
01|United States|00|01000US|United States|EC|2002 Economic Census|31|Manufacturing|31411|Carpet & rug mills|859|50 largest companies|||2002|Reference year 2002|0|X|0|X|95.3||1756.4|
01|United States|00|01000US|United States|EC|2002 Economic Census|31|Manufacturing|314110|Carpet & rug mills|004|All companies|||2002|Reference year 2002|342||13958654||100||0|X
01|United States|00|01000US|United States|EC|2002 Economic Census|31|Manufacturing|314110|Carpet & rug mills|856|4 largest companies|||2002|Reference year 2002|0|X|0|X|65||0|X
01|United States|00|01000US|United States|EC|2002 Economic Census|31|Manufacturing|314110|Carpet & rug mills|857|8 largest companies|||2002|Reference year 2002|0|X|0|X|75.6||0|X
01|United States|00|01000US|United States|EC|2002 Economic Census|31|Manufacturing|314110|Carpet & rug mills|858|20 largest companies|||2002|Reference year 2002|0|X|0|X|88.1||0|X
01|United States|00|01000US|United States|EC|2002 Economic Census|31|Manufacturing|314110|Carpet & rug mills|859|50 largest companies|||2002|Reference year 2002|0|X|0|X|95.3||1756.4|
01|United States|00|01000US|United States|EC|2002 Economic Census|31|Manufacturing|31412|Curtain & linen mills|004|All companies|||2002|Reference year 2002|2399||8343541||100||0|X
01|United States|00|01000US|United States|EC|2002 Economic Census|31|Manufacturing|31412|Curtain & linen mills|856|4 largest companies|||2002|Reference year 2002|0|X|0|X|41||0|X
01|United States|00|01000US|United States|EC|2002 Economic Census|31|Manufacturing|31412|Curtain & linen mills|857|8 largest companies|||2002|Reference year 2002|0|X|0|X|48.5||0|X
01|United States|00|01000US|United States|EC|2002 Economic Census|31|Manufacturing|31412|Curtain & linen mills|858|20 largest companies|||2002|Reference year 2002|0|X|0|X|59.2||0|X
01|United States|00|01000US|United States|EC|2002 Economic Census|31|Manufacturing|31412|Curtain & linen mills|859|50 largest companies|||2002|Reference year 2002|0|X|0|X|71.4||618.4|
01|United States|00|01000US|United States|EC|2002 Economic Census|31|Manufacturing|314121|Curtain & drapery mills|004|All companies|||2002|Reference year 2002|1778||1457473||100||0|X
01|United States|00|01000US|United States|EC|2002 Economic Census|31|Manufacturing|314121|Curtain & drapery mills|856|4 largest companies|||2002|Reference year 2002|0|X|0|X|16.1||0|X
01|United States|00|01000US|United States|EC|2002 Economic Census|31|Manufacturing|314121|Curtain & drapery mills|857|8 largest companies|||2002|Reference year 2002|0|X|0|X|24.5||0|X
01|United States|00|01000US|United States|EC|2002 Economic Census|31|Manufacturing|314121|Curtain & drapery mills|858|20 largest companies|||2002|Reference year 2002|0|X|0|X|39.1||0|X
01|United States|00|01000US|United States|EC|2002 Economic Census|31|Manufacturing|314121|Curtain & drapery mills|859|50 largest companies|||2002|Reference year 2002|0|X|0|X|52.4||111|
01|United States|00|01000US|United States|EC|2002 Economic Census|31|Manufacturing|314129|Other household textile product mills|004|All companies|||2002|Reference year 2002|629||6886068||100||0|X
01|United States|00|01000US|United States|EC|2002 Economic Census|31|Manufacturing|314129|Other household textile product mills|856|4 largest companies|||2002|Reference year 2002|0|X|0|X|49.7||0|X
01|United States|00|01000US|United States|EC|2002 Economic Census|31|Manufacturing|314129|Other household textile product mills|857|8 largest companies|||2002|Reference year 2002|0|X|0|X|58.7||0|X
01|United States|00|01000US|United States|EC|2002 Economic Census|31|Manufacturing|314129|Other household textile product mills|858|20 largest companies|||2002|Reference year 2002|0|X|0|X|70.2||0|X
01|United States|00|01000US|United States|EC|2002 Economic Census|31|Manufacturing|314129|Other household textile product mills|859|50 largest companies|||2002|Reference year 2002|0|X|0|X|82.6||902.3|
01|United States|00|01000US|United States|EC|2002 Economic Census|31|Manufacturing|3149|Other textile product mills|004|All companies|||2002|Reference year 2002|4219||9783383||100||0|X
01|United States|00|01000US|United States|EC|2002 Economic Census|31|Manufacturing|3149|Other textile product mills|856|4 largest companies|||2002|Reference year 2002|0|X|0|X|11.7||0|X
01|United States|00|01000US|United States|EC|2002 Economic Census|31|Manufacturing|3149|Other textile product mills|857|8 largest companies|||2002|Reference year 2002|0|X|0|X|18.3||0|X
01|United States|00|01000US|United States|EC|2002 Economic Census|31|Manufacturing|3149|Other textile product mills|858|20 largest companies|||2002|Reference year 2002|0|X|0|X|29.1||0|X
01|United States|00|01000US|United States|EC|2002 Economic Census|31|Manufacturing|3149|Other textile product mills|859|50 largest companies|||2002|Reference year 2002|0|X|0|X|41.8||62.3|
01|United States|00|01000US|United States|EC|2002 Economic Census|31|Manufacturing|31491|Textile bag & canvas mills|004|All companies|||2002|Reference year 2002|1824||2512021||100||0|X
01|United States|00|01000US|United States|EC|2002 Economic Census|31|Manufacturing|31491|Textile bag & canvas mills|856|4 largest companies|||2002|Reference year 2002|0|X|0|X|9.9||0|X
01|United States|00|01000US|United States|EC|2002 Economic Census|31|Manufacturing|31491|Textile bag & canvas mills|857|8 largest companies|||2002|Reference year 2002|0|X|0|X|16.8||0|X
01|United States|00|01000US|United States|EC|2002 Economic Census|31|Manufacturing|31491|Textile bag & canvas mills|858|20 largest companies|||2002|Reference year 2002|0|X|0|X|29.1||0|X
01|United States|00|01000US|United States|EC|2002 Economic Census|31|Manufacturing|31491|Textile bag & canvas mills|859|50 largest companies|||2002|Reference year 2002|0|X|0|X|44.5||58.5|
01|United States|00|01000US|United States|EC|2002 Economic Census|31|Manufacturing|314911|Textile bag mills|004|All companies|||2002|Reference year 2002|280||655866||100||0|X
01|United States|00|01000US|United States|EC|2002 Economic Census|31|Manufacturing|314911|Textile bag mills|856|4 largest companies|||2002|Reference year 2002|0|X|0|X|23.8||0|X
01|United States|00|01000US|United States|EC|2002 Economic Census|31|Manufacturing|314911|Textile bag mills|857|8 largest companies|||2002|Reference year 2002|0|X|0|X|34.9||0|X
01|United States|00|01000US|United States|EC|2002 Economic Census|31|Manufacturing|314911|Textile bag mills|858|20 largest companies|||2002|Reference year 2002|0|X|0|X|54.1||0|X
01|United States|00|01000US|United States|EC|2002 Economic Census|31|Manufacturing|314911|Textile bag mills|859|50 largest companies|||2002|Reference year 2002|0|X|0|X|76.2||263.2|
01|United States|00|01000US|United States|EC|2002 Economic Census|31|Manufacturing|314912|Canvas & related product mills|004|All companies|||2002|Reference year 2002|1544||1856155||100||0|X
01|United States|00|01000US|United States|EC|2002 Economic Census|31|Manufacturing|314912|Canvas & related product mills|856|4 largest companies|||2002|Reference year 2002|0|X|0|X|12.4||0|X
01|United States|00|01000US|United States|EC|2002 Economic Census|31|Manufacturing|314912|Canvas & related product mills|857|8 largest companies|||2002|Reference year 2002|0|X|0|X|20.5||0|X
01|United States|00|01000US|United States|EC|2002 Economic Census|31|Manufacturing|314912|Canvas & related product mills|858|20 largest companies|||2002|Reference year 2002|0|X|0|X|34.2||0|X
01|United States|00|01000US|United States|EC|2002 Economic Census|31|Manufacturing|314912|Canvas & related product mills|859|50 largest companies|||2002|Reference year 2002|0|X|0|X|49.4||80|
