GEOTYPE|GEOTYPE_MEANING|ST|GEO_ID|GEOGRAPHY|PROGRAM|PROGRAM_MEANING|SECTOR|SECTOR_MEANING|NAICS2007|NAICS2007_MEANING|CONCENFI|CONCENFI_MEANING|FOOTID|FOOTID_MEANING|YEAR|YEAR_MEANING|COMPANY|COMPANY_F|RCPTOT|RCPTOT_F|CCORCPPCT|CCORCPPCT_F|VSHERFI|VSHERFI_F 
01|United States|00|01000US|United States|EC|Economic Census|31|Manufacturing|311230|Breakfast cereal manufacturing|857|8 largest companies|||2007|Reference year 2007|0|X|0|X|91.9||0|X
01|United States|00|01000US|United States|EC|Economic Census|31|Manufacturing|311230|Breakfast cereal manufacturing|858|20 largest companies|||2007|Reference year 2007|0|X|0|X|99.6||0|X
01|United States|00|01000US|United States|EC|Economic Census|31|Manufacturing|311230|Breakfast cereal manufacturing|859|50 largest companies|||2007|Reference year 2007|0|X|0|X|100||2425.5|
01|United States|00|01000US|United States|EC|Economic Census|31|Manufacturing|3113|Sugar and confectionery product manufacturing|004|All companies|||2007|Reference year 2007|1631||27278079||100||0|X
01|United States|00|01000US|United States|EC|Economic Census|31|Manufacturing|3113|Sugar and confectionery product manufacturing|856|4 largest companies|||2007|Reference year 2007|0|X|0|X|37.5||0|X
01|United States|00|01000US|United States|EC|Economic Census|31|Manufacturing|3113|Sugar and confectionery product manufacturing|857|8 largest companies|||2007|Reference year 2007|0|X|0|X|49.1||0|X
01|United States|00|01000US|United States|EC|Economic Census|31|Manufacturing|3113|Sugar and confectionery product manufacturing|858|20 largest companies|||2007|Reference year 2007|0|X|0|X|66.8||0|X
01|United States|00|01000US|United States|EC|Economic Census|31|Manufacturing|3113|Sugar and confectionery product manufacturing|859|50 largest companies|||2007|Reference year 2007|0|X|0|X|83||498.4|
01|United States|00|01000US|United States|EC|Economic Census|31|Manufacturing|31131|Sugar manufacturing|004|All companies|||2007|Reference year 2007|37||7412866||100||0|X
01|United States|00|01000US|United States|EC|Economic Census|31|Manufacturing|31131|Sugar manufacturing|856|4 largest companies|||2007|Reference year 2007|0|X|0|X|59.9||0|X
01|United States|00|01000US|United States|EC|Economic Census|31|Manufacturing|31131|Sugar manufacturing|857|8 largest companies|||2007|Reference year 2007|0|X|0|X|78.4||0|X
01|United States|00|01000US|United States|EC|Economic Census|31|Manufacturing|31131|Sugar manufacturing|858|20 largest companies|||2007|Reference year 2007|0|X|0|X|96.1||0|X
01|United States|00|01000US|United States|EC|Economic Census|31|Manufacturing|31131|Sugar manufacturing|859|50 largest companies|||2007|Reference year 2007|0|X|0|X|100||1097.5|
01|United States|00|01000US|United States|EC|Economic Census|31|Manufacturing|311311|Sugarcane mills|004|All companies|||2007|Reference year 2007|16||1872157||100||0|X
01|United States|00|01000US|United States|EC|Economic Census|31|Manufacturing|311311|Sugarcane mills|856|4 largest companies|||2007|Reference year 2007|0|X|0|X|66.1||0|X
01|United States|00|01000US|United States|EC|Economic Census|31|Manufacturing|311311|Sugarcane mills|857|8 largest companies|||2007|Reference year 2007|0|X|0|X|82.2||0|X
01|United States|00|01000US|United States|EC|Economic Census|31|Manufacturing|311311|Sugarcane mills|858|20 largest companies|||2007|Reference year 2007|0|X|0|X|100||0|X
01|United States|00|01000US|United States|EC|Economic Census|31|Manufacturing|311311|Sugarcane mills|859|50 largest companies|||2007|Reference year 2007|0|X|0|X|0|X|0|X
01|United States|00|01000US|United States|EC|Economic Census|31|Manufacturing|311312|Cane sugar refining|004|All companies|||2007|Reference year 2007|14||2304141||100||0|X
01|United States|00|01000US|United States|EC|Economic Census|31|Manufacturing|311312|Cane sugar refining|856|4 largest companies|||2007|Reference year 2007|0|X|0|X|95.2||0|X
01|United States|00|01000US|United States|EC|Economic Census|31|Manufacturing|311312|Cane sugar refining|857|8 largest companies|||2007|Reference year 2007|0|X|0|X|99.3||0|X
01|United States|00|01000US|United States|EC|Economic Census|31|Manufacturing|311312|Cane sugar refining|858|20 largest companies|||2007|Reference year 2007|0|X|0|X|100||0|X
01|United States|00|01000US|United States|EC|Economic Census|31|Manufacturing|311312|Cane sugar refining|859|50 largest companies|||2007|Reference year 2007|0|X|0|X|0|X|0|X
01|United States|00|01000US|United States|EC|Economic Census|31|Manufacturing|311313|Beet sugar manufacturing|004|All companies|||2007|Reference year 2007|12||3236568||100||0|X
01|United States|00|01000US|United States|EC|Economic Census|31|Manufacturing|311313|Beet sugar manufacturing|856|4 largest companies|||2007|Reference year 2007|0|X|0|X|81.5||0|X
01|United States|00|01000US|United States|EC|Economic Census|31|Manufacturing|311313|Beet sugar manufacturing|857|8 largest companies|||2007|Reference year 2007|0|X|0|X|98.4||0|X
01|United States|00|01000US|United States|EC|Economic Census|31|Manufacturing|311313|Beet sugar manufacturing|858|20 largest companies|||2007|Reference year 2007|0|X|0|X|100||0|X
01|United States|00|01000US|United States|EC|Economic Census|31|Manufacturing|311313|Beet sugar manufacturing|859|50 largest companies|||2007|Reference year 2007|0|X|0|X|0|X|0|X
01|United States|00|01000US|United States|EC|Economic Census|31|Manufacturing|31132|Chocolate and confectionery manufacturing from cacao beans|004|All companies|||2007|Reference year 2007|154||4414031||100||0|X
01|United States|00|01000US|United States|EC|Economic Census|31|Manufacturing|31132|Chocolate and confectionery manufacturing from cacao beans|856|4 largest companies|||2007|Reference year 2007|0|X|0|X|59.1||0|X
01|United States|00|01000US|United States|EC|Economic Census|31|Manufacturing|31132|Chocolate and confectionery manufacturing from cacao beans|857|8 largest companies|||2007|Reference year 2007|0|X|0|X|85.8||0|X
01|United States|00|01000US|United States|EC|Economic Census|31|Manufacturing|31132|Chocolate and confectionery manufacturing from cacao beans|858|20 largest companies|||2007|Reference year 2007|0|X|0|X|97||0|X
01|United States|00|01000US|United States|EC|Economic Census|31|Manufacturing|31132|Chocolate and confectionery manufacturing from cacao beans|859|50 largest companies|||2007|Reference year 2007|0|X|0|X|99||1276.1|
01|United States|00|01000US|United States|EC|Economic Census|31|Manufacturing|311320|Chocolate and confectionery manufacturing from cacao beans|004|All companies|||2007|Reference year 2007|154||4414031||100||0|X
01|United States|00|01000US|United States|EC|Economic Census|31|Manufacturing|311320|Chocolate and confectionery manufacturing from cacao beans|856|4 largest companies|||2007|Reference year 2007|0|X|0|X|59.1||0|X
01|United States|00|01000US|United States|EC|Economic Census|31|Manufacturing|311320|Chocolate and confectionery manufacturing from cacao beans|857|8 largest companies|||2007|Reference year 2007|0|X|0|X|85.8||0|X
01|United States|00|01000US|United States|EC|Economic Census|31|Manufacturing|311320|Chocolate and confectionery manufacturing from cacao beans|858|20 largest companies|||2007|Reference year 2007|0|X|0|X|97||0|X
01|United States|00|01000US|United States|EC|Economic Census|31|Manufacturing|311320|Chocolate and confectionery manufacturing from cacao beans|859|50 largest companies|||2007|Reference year 2007|0|X|0|X|99||1276.1|
01|United States|00|01000US|United States|EC|Economic Census|31|Manufacturing|31133|Confectionery manufacturing from purchased chocolate|004|All companies|||2007|Reference year 2007|1050||9732755||100||0|X
01|United States|00|01000US|United States|EC|Economic Census|31|Manufacturing|31133|Confectionery manufacturing from purchased chocolate|856|4 largest companies|||2007|Reference year 2007|0|X|0|X|63||0|X
01|United States|00|01000US|United States|EC|Economic Census|31|Manufacturing|31133|Confectionery manufacturing from purchased chocolate|857|8 largest companies|||2007|Reference year 2007|0|X|0|X|72.5||0|X
01|United States|00|01000US|United States|EC|Economic Census|31|Manufacturing|31133|Confectionery manufacturing from purchased chocolate|858|20 largest companies|||2007|Reference year 2007|0|X|0|X|82||0|X
01|United States|00|01000US|United States|EC|Economic Census|31|Manufacturing|31133|Confectionery manufacturing from purchased chocolate|859|50 largest companies|||2007|Reference year 2007|0|X|0|X|89.9||1547.6|
01|United States|00|01000US|United States|EC|Economic Census|31|Manufacturing|311330|Confectionery manufacturing from purchased chocolate|004|All companies|||2007|Reference year 2007|1050||9732755||100||0|X
01|United States|00|01000US|United States|EC|Economic Census|31|Manufacturing|311330|Confectionery manufacturing from purchased chocolate|856|4 largest companies|||2007|Reference year 2007|0|X|0|X|63||0|X
01|United States|00|01000US|United States|EC|Economic Census|31|Manufacturing|311330|Confectionery manufacturing from purchased chocolate|857|8 largest companies|||2007|Reference year 2007|0|X|0|X|72.5||0|X
01|United States|00|01000US|United States|EC|Economic Census|31|Manufacturing|311330|Confectionery manufacturing from purchased chocolate|858|20 largest companies|||2007|Reference year 2007|0|X|0|X|82||0|X
01|United States|00|01000US|United States|EC|Economic Census|31|Manufacturing|311330|Confectionery manufacturing from purchased chocolate|859|50 largest companies|||2007|Reference year 2007|0|X|0|X|89.9||1547.6|
01|United States|00|01000US|United States|EC|Economic Census|31|Manufacturing|31134|Nonchocolate confectionery manufacturing|004|All companies|||2007|Reference year 2007|411||5718427||100||0|X
01|United States|00|01000US|United States|EC|Economic Census|31|Manufacturing|31134|Nonchocolate confectionery manufacturing|856|4 largest companies|||2007|Reference year 2007|0|X|0|X|38.2||0|X
01|United States|00|01000US|United States|EC|Economic Census|31|Manufacturing|31134|Nonchocolate confectionery manufacturing|857|8 largest companies|||2007|Reference year 2007|0|X|0|X|51.9||0|X
01|United States|00|01000US|United States|EC|Economic Census|31|Manufacturing|31134|Nonchocolate confectionery manufacturing|858|20 largest companies|||2007|Reference year 2007|0|X|0|X|75.7||0|X
01|United States|00|01000US|United States|EC|Economic Census|31|Manufacturing|31134|Nonchocolate confectionery manufacturing|859|50 largest companies|||2007|Reference year 2007|0|X|0|X|91||500.8|
01|United States|00|01000US|United States|EC|Economic Census|31|Manufacturing|311340|Nonchocolate confectionery manufacturing|004|All companies|||2007|Reference year 2007|411||5718427||100||0|X
01|United States|00|01000US|United States|EC|Economic Census|31|Manufacturing|311340|Nonchocolate confectionery manufacturing|856|4 largest companies|||2007|Reference year 2007|0|X|0|X|38.2||0|X
01|United States|00|01000US|United States|EC|Economic Census|31|Manufacturing|311340|Nonchocolate confectionery manufacturing|857|8 largest companies|||2007|Reference year 2007|0|X|0|X|51.9||0|X
01|United States|00|01000US|United States|EC|Economic Census|31|Manufacturing|311340|Nonchocolate confectionery manufacturing|858|20 largest companies|||2007|Reference year 2007|0|X|0|X|75.7||0|X
01|United States|00|01000US|United States|EC|Economic Census|31|Manufacturing|311340|Nonchocolate confectionery manufacturing|859|50 largest companies|||2007|Reference year 2007|0|X|0|X|91||500.8|
01|United States|00|01000US|United States|EC|Economic Census|31|Manufacturing|3114|Fruit and vegetable preserving and specialty food manufacturing|004|All companies|||2007|Reference year 2007|1248||60704784||100||0|X
01|United States|00|01000US|United States|EC|Economic Census|31|Manufacturing|3114|Fruit and vegetable preserving and specialty food manufacturing|856|4 largest companies|||2007|Reference year 2007|0|X|0|X|21.7||0|X
01|United States|00|01000US|United States|EC|Economic Census|31|Manufacturing|3114|Fruit and vegetable preserving and specialty food manufacturing|857|8 largest companies|||2007|Reference year 2007|0|X|0|X|32.4||0|X
01|United States|00|01000US|United States|EC|Economic Census|31|Manufacturing|3114|Fruit and vegetable preserving and specialty food manufacturing|858|20 largest companies|||2007|Reference year 2007|0|X|0|X|47||0|X
01|United States|00|01000US|United States|EC|Economic Census|31|Manufacturing|3114|Fruit and vegetable preserving and specialty food manufacturing|859|50 largest companies|||2007|Reference year 2007|0|X|0|X|66.3||192.5|
01|United States|00|01000US|United States|EC|Economic Census|31|Manufacturing|31141|Frozen food manufacturing|004|All companies|||2007|Reference year 2007|499||25041165||100||0|X
01|United States|00|01000US|United States|EC|Economic Census|31|Manufacturing|31141|Frozen food manufacturing|856|4 largest companies|||2007|Reference year 2007|0|X|0|X|27.9||0|X
01|United States|00|01000US|United States|EC|Economic Census|31|Manufacturing|31141|Frozen food manufacturing|857|8 largest companies|||2007|Reference year 2007|0|X|0|X|40.7||0|X
01|United States|00|01000US|United States|EC|Economic Census|31|Manufacturing|31141|Frozen food manufacturing|858|20 largest companies|||2007|Reference year 2007|0|X|0|X|61||0|X
01|United States|00|01000US|United States|EC|Economic Census|31|Manufacturing|31141|Frozen food manufacturing|859|50 largest companies|||2007|Reference year 2007|0|X|0|X|78.6||304.8|
01|United States|00|01000US|United States|EC|Economic Census|31|Manufacturing|311411|Frozen fruit, juice, and vegetable manufacturing|004|All companies|||2007|Reference year 2007|148||10736019||100||0|X
01|United States|00|01000US|United States|EC|Economic Census|31|Manufacturing|311411|Frozen fruit, juice, and vegetable manufacturing|856|4 largest companies|||2007|Reference year 2007|0|X|0|X|41.1||0|X
01|United States|00|01000US|United States|EC|Economic Census|31|Manufacturing|311411|Frozen fruit, juice, and vegetable manufacturing|857|8 largest companies|||2007|Reference year 2007|0|X|0|X|55.6||0|X
01|United States|00|01000US|United States|EC|Economic Census|31|Manufacturing|311411|Frozen fruit, juice, and vegetable manufacturing|858|20 largest companies|||2007|Reference year 2007|0|X|0|X|74.6||0|X
01|United States|00|01000US|United States|EC|Economic Census|31|Manufacturing|311411|Frozen fruit, juice, and vegetable manufacturing|859|50 largest companies|||2007|Reference year 2007|0|X|0|X|92.8||586.6|
01|United States|00|01000US|United States|EC|Economic Census|31|Manufacturing|311412|Frozen specialty food manufacturing|004|All companies|||2007|Reference year 2007|360||14305146||100||0|X
01|United States|00|01000US|United States|EC|Economic Census|31|Manufacturing|311412|Frozen specialty food manufacturing|856|4 largest companies|||2007|Reference year 2007|0|X|0|X|29.4||0|X
01|United States|00|01000US|United States|EC|Economic Census|31|Manufacturing|311412|Frozen specialty food manufacturing|857|8 largest companies|||2007|Reference year 2007|0|X|0|X|46.4||0|X
01|United States|00|01000US|United States|EC|Economic Census|31|Manufacturing|311412|Frozen specialty food manufacturing|858|20 largest companies|||2007|Reference year 2007|0|X|0|X|71||0|X
01|United States|00|01000US|United States|EC|Economic Census|31|Manufacturing|311412|Frozen specialty food manufacturing|859|50 largest companies|||2007|Reference year 2007|0|X|0|X|86.1||374.4|
01|United States|00|01000US|United States|EC|Economic Census|31|Manufacturing|31142|Fruit and vegetable canning, pickling, and drying|004|All companies|||2007|Reference year 2007|772||35663619||100||0|X
01|United States|00|01000US|United States|EC|Economic Census|31|Manufacturing|31142|Fruit and vegetable canning, pickling, and drying|856|4 largest companies|||2007|Reference year 2007|0|X|0|X|25.9||0|X
01|United States|00|01000US|United States|EC|Economic Census|31|Manufacturing|31142|Fruit and vegetable canning, pickling, and drying|857|8 largest companies|||2007|Reference year 2007|0|X|0|X|37.6||0|X
01|United States|00|01000US|United States|EC|Economic Census|31|Manufacturing|31142|Fruit and vegetable canning, pickling, and drying|858|20 largest companies|||2007|Reference year 2007|0|X|0|X|54.9||0|X
01|United States|00|01000US|United States|EC|Economic Census|31|Manufacturing|31142|Fruit and vegetable canning, pickling, and drying|859|50 largest companies|||2007|Reference year 2007|0|X|0|X|75.4||306.3|
01|United States|00|01000US|United States|EC|Economic Census|31|Manufacturing|311421|Fruit and vegetable canning|004|All companies|||2007|Reference year 2007|537||21025095||100||0|X
01|United States|00|01000US|United States|EC|Economic Census|31|Manufacturing|311421|Fruit and vegetable canning|856|4 largest companies|||2007|Reference year 2007|0|X|0|X|24.4||0|X
01|United States|00|01000US|United States|EC|Economic Census|31|Manufacturing|311421|Fruit and vegetable canning|857|8 largest companies|||2007|Reference year 2007|0|X|0|X|36.5||0|X
01|United States|00|01000US|United States|EC|Economic Census|31|Manufacturing|311421|Fruit and vegetable canning|858|20 largest companies|||2007|Reference year 2007|0|X|0|X|57.4||0|X
01|United States|00|01000US|United States|EC|Economic Census|31|Manufacturing|311421|Fruit and vegetable canning|859|50 largest companies|||2007|Reference year 2007|0|X|0|X|80.9||254.8|
01|United States|00|01000US|United States|EC|Economic Census|31|Manufacturing|311422|Specialty canning|004|All companies|||2007|Reference year 2007|101||9067505||100||0|X
01|United States|00|01000US|United States|EC|Economic Census|31|Manufacturing|311422|Specialty canning|856|4 largest companies|||2007|Reference year 2007|0|X|0|X|75.9||0|X
01|United States|00|01000US|United States|EC|Economic Census|31|Manufacturing|311422|Specialty canning|857|8 largest companies|||2007|Reference year 2007|0|X|0|X|86||0|X
01|United States|00|01000US|United States|EC|Economic Census|31|Manufacturing|311422|Specialty canning|858|20 largest companies|||2007|Reference year 2007|0|X|0|X|96.4||0|X
01|United States|00|01000US|United States|EC|Economic Census|31|Manufacturing|311422|Specialty canning|859|50 largest companies|||2007|Reference year 2007|0|X|0|X|99.5||2885.1|
01|United States|00|01000US|United States|EC|Economic Census|31|Manufacturing|311423|Dried and dehydrated food manufacturing|004|All companies|||2007|Reference year 2007|150||5571019||100||0|X
01|United States|00|01000US|United States|EC|Economic Census|31|Manufacturing|311423|Dried and dehydrated food manufacturing|856|4 largest companies|||2007|Reference year 2007|0|X|0|X|35.9||0|X
01|United States|00|01000US|United States|EC|Economic Census|31|Manufacturing|311423|Dried and dehydrated food manufacturing|857|8 largest companies|||2007|Reference year 2007|0|X|0|X|52.2||0|X
01|United States|00|01000US|United States|EC|Economic Census|31|Manufacturing|311423|Dried and dehydrated food manufacturing|858|20 largest companies|||2007|Reference year 2007|0|X|0|X|77.6||0|X
01|United States|00|01000US|United States|EC|Economic Census|31|Manufacturing|311423|Dried and dehydrated food manufacturing|859|50 largest companies|||2007|Reference year 2007|0|X|0|X|93.1||486.3|
01|United States|00|01000US|United States|EC|Economic Census|31|Manufacturing|3115|Dairy product manufacturing|004|All companies|||2007|Reference year 2007|1073||91583690||100||0|X
01|United States|00|01000US|United States|EC|Economic Census|31|Manufacturing|3115|Dairy product manufacturing|856|4 largest companies|||2007|Reference year 2007|0|X|0|X|23.5||0|X
01|United States|00|01000US|United States|EC|Economic Census|31|Manufacturing|3115|Dairy product manufacturing|857|8 largest companies|||2007|Reference year 2007|0|X|0|X|35.1||0|X
01|United States|00|01000US|United States|EC|Economic Census|31|Manufacturing|3115|Dairy product manufacturing|858|20 largest companies|||2007|Reference year 2007|0|X|0|X|56.4||0|X
01|United States|00|01000US|United States|EC|Economic Census|31|Manufacturing|3115|Dairy product manufacturing|859|50 largest companies|||2007|Reference year 2007|0|X|0|X|75.4||290.7|
01|United States|00|01000US|United States|EC|Economic Census|31|Manufacturing|31151|Dairy product (except frozen) manufacturing|004|All companies|||2007|Reference year 2007|742||82739967||100||0|X
01|United States|00|01000US|United States|EC|Economic Census|31|Manufacturing|31151|Dairy product (except frozen) manufacturing|856|4 largest companies|||2007|Reference year 2007|0|X|0|X|25.7||0|X
01|United States|00|01000US|United States|EC|Economic Census|31|Manufacturing|31151|Dairy product (except frozen) manufacturing|857|8 largest companies|||2007|Reference year 2007|0|X|0|X|37.3||0|X
01|United States|00|01000US|United States|EC|Economic Census|31|Manufacturing|31151|Dairy product (except frozen) manufacturing|858|20 largest companies|||2007|Reference year 2007|0|X|0|X|57.8||0|X
01|United States|00|01000US|United States|EC|Economic Census|31|Manufacturing|31151|Dairy product (except frozen) manufacturing|859|50 largest companies|||2007|Reference year 2007|0|X|0|X|76.9||324.3|
01|United States|00|01000US|United States|EC|Economic Census|31|Manufacturing|311511|Fluid milk manufacturing|004|All companies|||2007|Reference year 2007|280||33547992||100||0|X
01|United States|00|01000US|United States|EC|Economic Census|31|Manufacturing|311511|Fluid milk manufacturing|856|4 largest companies|||2007|Reference year 2007|0|X|0|X|46||0|X
01|United States|00|01000US|United States|EC|Economic Census|31|Manufacturing|311511|Fluid milk manufacturing|857|8 largest companies|||2007|Reference year 2007|0|X|0|X|58.1||0|X
01|United States|00|01000US|United States|EC|Economic Census|31|Manufacturing|311511|Fluid milk manufacturing|858|20 largest companies|||2007|Reference year 2007|0|X|0|X|71.7||0|X
01|United States|00|01000US|United States|EC|Economic Census|31|Manufacturing|311511|Fluid milk manufacturing|859|50 largest companies|||2007|Reference year 2007|0|X|0|X|86.8||1075.3|
01|United States|00|01000US|United States|EC|Economic Census|31|Manufacturing|311512|Creamery butter manufacturing|004|All companies|||2007|Reference year 2007|23||2148589||100||0|X
01|United States|00|01000US|United States|EC|Economic Census|31|Manufacturing|311512|Creamery butter manufacturing|856|4 largest companies|||2007|Reference year 2007|0|X|0|X|78.9||0|X
01|United States|00|01000US|United States|EC|Economic Census|31|Manufacturing|311512|Creamery butter manufacturing|857|8 largest companies|||2007|Reference year 2007|0|X|0|X|95.1||0|X
01|United States|00|01000US|United States|EC|Economic Census|31|Manufacturing|311512|Creamery butter manufacturing|858|20 largest companies|||2007|Reference year 2007|0|X|0|X|0|D|0|X
01|United States|00|01000US|United States|EC|Economic Census|31|Manufacturing|311512|Creamery butter manufacturing|859|50 largest companies|||2007|Reference year 2007|0|X|0|X|100||2283.3|
01|United States|00|01000US|United States|EC|Economic Census|31|Manufacturing|311513|Cheese manufacturing|004|All companies|||2007|Reference year 2007|341||33161762||100||0|X
01|United States|00|01000US|United States|EC|Economic Census|31|Manufacturing|311513|Cheese manufacturing|856|4 largest companies|||2007|Reference year 2007|0|X|0|X|31.5||0|X
01|United States|00|01000US|United States|EC|Economic Census|31|Manufacturing|311513|Cheese manufacturing|857|8 largest companies|||2007|Reference year 2007|0|X|0|X|46.9||0|X
01|United States|00|01000US|United States|EC|Economic Census|31|Manufacturing|311513|Cheese manufacturing|858|20 largest companies|||2007|Reference year 2007|0|X|0|X|70.8||0|X
01|United States|00|01000US|United States|EC|Economic Census|31|Manufacturing|311513|Cheese manufacturing|859|50 largest companies|||2007|Reference year 2007|0|X|0|X|88.8||379.3|
01|United States|00|01000US|United States|EC|Economic Census|31|Manufacturing|311514|Dry, condensed, and evaporated dairy product manufacturing|004|All companies|||2007|Reference year 2007|141||13881624||100||0|X
01|United States|00|01000US|United States|EC|Economic Census|31|Manufacturing|311514|Dry, condensed, and evaporated dairy product manufacturing|856|4 largest companies|||2007|Reference year 2007|0|X|0|X|42||0|X
01|United States|00|01000US|United States|EC|Economic Census|31|Manufacturing|311514|Dry, condensed, and evaporated dairy product manufacturing|857|8 largest companies|||2007|Reference year 2007|0|X|0|X|61.9||0|X
01|United States|00|01000US|United States|EC|Economic Census|31|Manufacturing|311514|Dry, condensed, and evaporated dairy product manufacturing|858|20 largest companies|||2007|Reference year 2007|0|X|0|X|81||0|X
01|United States|00|01000US|United States|EC|Economic Census|31|Manufacturing|311514|Dry, condensed, and evaporated dairy product manufacturing|859|50 largest companies|||2007|Reference year 2007|0|X|0|X|95.5||651.8|
01|United States|00|01000US|United States|EC|Economic Census|31|Manufacturing|31152|Ice cream and frozen dessert manufacturing|004|All companies|||2007|Reference year 2007|347||8843723||100||0|X
01|United States|00|01000US|United States|EC|Economic Census|31|Manufacturing|31152|Ice cream and frozen dessert manufacturing|856|4 largest companies|||2007|Reference year 2007|0|X|0|X|52.7||0|X
01|United States|00|01000US|United States|EC|Economic Census|31|Manufacturing|31152|Ice cream and frozen dessert manufacturing|857|8 largest companies|||2007|Reference year 2007|0|X|0|X|66.3||0|X
01|United States|00|01000US|United States|EC|Economic Census|31|Manufacturing|31152|Ice cream and frozen dessert manufacturing|858|20 largest companies|||2007|Reference year 2007|0|X|0|X|84||0|X
01|United States|00|01000US|United States|EC|Economic Census|31|Manufacturing|31152|Ice cream and frozen dessert manufacturing|859|50 largest companies|||2007|Reference year 2007|0|X|0|X|93.6||954.1|
01|United States|00|01000US|United States|EC|Economic Census|31|Manufacturing|311520|Ice cream and frozen dessert manufacturing|004|All companies|||2007|Reference year 2007|347||8843723||100||0|X
01|United States|00|01000US|United States|EC|Economic Census|31|Manufacturing|311520|Ice cream and frozen dessert manufacturing|856|4 largest companies|||2007|Reference year 2007|0|X|0|X|52.7||0|X
01|United States|00|01000US|United States|EC|Economic Census|31|Manufacturing|311520|Ice cream and frozen dessert manufacturing|857|8 largest companies|||2007|Reference year 2007|0|X|0|X|66.3||0|X
01|United States|00|01000US|United States|EC|Economic Census|31|Manufacturing|311520|Ice cream and frozen dessert manufacturing|858|20 largest companies|||2007|Reference year 2007|0|X|0|X|84||0|X
01|United States|00|01000US|United States|EC|Economic Census|31|Manufacturing|311520|Ice cream and frozen dessert manufacturing|859|50 largest companies|||2007|Reference year 2007|0|X|0|X|93.6||954.1|
01|United States|00|01000US|United States|EC|Economic Census|31|Manufacturing|3116|Animal slaughtering and processing|004|All companies|||2007|Reference year 2007|3151||160062535||100||0|X
01|United States|00|01000US|United States|EC|Economic Census|31|Manufacturing|3116|Animal slaughtering and processing|856|4 largest companies|||2007|Reference year 2007|0|X|0|X|37.7||0|X
01|United States|00|01000US|United States|EC|Economic Census|31|Manufacturing|3116|Animal slaughtering and processing|857|8 largest companies|||2007|Reference year 2007|0|X|0|X|52.2||0|X
01|United States|00|01000US|United States|EC|Economic Census|31|Manufacturing|3116|Animal slaughtering and processing|858|20 largest companies|||2007|Reference year 2007|0|X|0|X|63.9||0|X
01|United States|00|01000US|United States|EC|Economic Census|31|Manufacturing|3116|Animal slaughtering and processing|859|50 largest companies|||2007|Reference year 2007|0|X|0|X|75.3||506.6|
01|United States|00|01000US|United States|EC|Economic Census|31|Manufacturing|31161|Animal slaughtering and processing|004|All companies|||2007|Reference year 2007|3151||160062535||100||0|X
01|United States|00|01000US|United States|EC|Economic Census|31|Manufacturing|31161|Animal slaughtering and processing|856|4 largest companies|||2007|Reference year 2007|0|X|0|X|37.7||0|X
01|United States|00|01000US|United States|EC|Economic Census|31|Manufacturing|31161|Animal slaughtering and processing|857|8 largest companies|||2007|Reference year 2007|0|X|0|X|52.2||0|X
01|United States|00|01000US|United States|EC|Economic Census|31|Manufacturing|31161|Animal slaughtering and processing|858|20 largest companies|||2007|Reference year 2007|0|X|0|X|63.9||0|X
01|United States|00|01000US|United States|EC|Economic Census|31|Manufacturing|31161|Animal slaughtering and processing|859|50 largest companies|||2007|Reference year 2007|0|X|0|X|75.3||506.6|
01|United States|00|01000US|United States|EC|Economic Census|31|Manufacturing|311611|Animal (except poultry) slaughtering|004|All companies|||2007|Reference year 2007|1523||68947768||100||0|X
01|United States|00|01000US|United States|EC|Economic Census|31|Manufacturing|311611|Animal (except poultry) slaughtering|856|4 largest companies|||2007|Reference year 2007|0|X|0|X|59.4||0|X
01|United States|00|01000US|United States|EC|Economic Census|31|Manufacturing|311611|Animal (except poultry) slaughtering|857|8 largest companies|||2007|Reference year 2007|0|X|0|X|75.7||0|X
01|United States|00|01000US|United States|EC|Economic Census|31|Manufacturing|311611|Animal (except poultry) slaughtering|858|20 largest companies|||2007|Reference year 2007|0|X|0|X|86.4||0|X
01|United States|00|01000US|United States|EC|Economic Census|31|Manufacturing|311611|Animal (except poultry) slaughtering|859|50 largest companies|||2007|Reference year 2007|0|X|0|X|92.8||1046.5|
01|United States|00|01000US|United States|EC|Economic Census|31|Manufacturing|311612|Meat processed from carcasses|004|All companies|||2007|Reference year 2007|1237||37206550||100||0|X
01|United States|00|01000US|United States|EC|Economic Census|31|Manufacturing|311612|Meat processed from carcasses|856|4 largest companies|||2007|Reference year 2007|0|X|0|X|27.9||0|X
01|United States|00|01000US|United States|EC|Economic Census|31|Manufacturing|311612|Meat processed from carcasses|857|8 largest companies|||2007|Reference year 2007|0|X|0|X|37||0|X
01|United States|00|01000US|United States|EC|Economic Census|31|Manufacturing|311612|Meat processed from carcasses|858|20 largest companies|||2007|Reference year 2007|0|X|0|X|51.9||0|X
01|United States|00|01000US|United States|EC|Economic Census|31|Manufacturing|311612|Meat processed from carcasses|859|50 largest companies|||2007|Reference year 2007|0|X|0|X|68.4||258.1|
01|United States|00|01000US|United States|EC|Economic Census|31|Manufacturing|311613|Rendering and meat byproduct processing|004|All companies|||2007|Reference year 2007|128||3691720||100||0|X
01|United States|00|01000US|United States|EC|Economic Census|31|Manufacturing|311613|Rendering and meat byproduct processing|856|4 largest companies|||2007|Reference year 2007|0|X|0|X|42.8||0|X
01|United States|00|01000US|United States|EC|Economic Census|31|Manufacturing|311613|Rendering and meat byproduct processing|857|8 largest companies|||2007|Reference year 2007|0|X|0|X|58.6||0|X
