GEOTYPE|ST|GEO_ID|GEO_TTL|FOOTID_GEO|SECTOR|NAICS2012|NAICS2012_TTL|FOOTID_NAICS|CONCENFI|CONCENFI_TTL|YEAR|ESTAB|ESTAB_F|RCPTOT|RCPTOT_F|VAL_PCT|VAL_PCT_F|PAYANN|PAYANN_F|PAYQTR1|PAYQTR1_F|EMP|EMP_F
01|00|0100000US|United States||52|5231|Securities and commodity contracts intermediation and brokerage||850|50 largest firms|2012|28435||189604111||80.2||63358521||25058866||314745|
01|00|0100000US|United States||52|52311|Investment banking and securities dealing||001|All firms|2012|3142||104079040||100.0||33180014||14604122||97860|
01|00|0100000US|United States||52|52311|Investment banking and securities dealing||804|4 largest firms|2012|74||48588401||46.7||14821501||8303039||37408|
01|00|0100000US|United States||52|52311|Investment banking and securities dealing||808|8 largest firms|2012|103||70595347||67.8||21384106||10500358||52554|
01|00|0100000US|United States||52|52311|Investment banking and securities dealing||820|20 largest firms|2012|162||86417985||83.0||26081347||12190326||66414|
01|00|0100000US|United States||52|52311|Investment banking and securities dealing||850|50 largest firms|2012|295||94866566||91.1||29355358||13507916||76014|
01|00|0100000US|United States||52|523110|Investment banking and securities dealing||001|All firms|2012|3142||104079040||100.0||33180014||14604122||97860|
01|00|0100000US|United States||52|523110|Investment banking and securities dealing||804|4 largest firms|2012|74||48588401||46.7||14821501||8303039||37408|
01|00|0100000US|United States||52|523110|Investment banking and securities dealing||808|8 largest firms|2012|103||70595347||67.8||21384106||10500358||52554|
01|00|0100000US|United States||52|523110|Investment banking and securities dealing||820|20 largest firms|2012|162||86417985||83.0||26081347||12190326||66414|
01|00|0100000US|United States||52|523110|Investment banking and securities dealing||850|50 largest firms|2012|295||94866566||91.1||29355358||13507916||76014|
01|00|0100000US|United States||52|52312|Securities brokerage||001|All firms|2012|40298||120382829||100.0||43678044||14369776||310652|
01|00|0100000US|United States||52|52312|Securities brokerage||804|4 largest firms|2012|7445||40803570||33.9||17082492||6135554||97879|
01|00|0100000US|United States||52|52312|Securities brokerage||808|8 largest firms|2012|19967||59725638||49.6||24179781||8130204||163726|
01|00|0100000US|United States||52|52312|Securities brokerage||820|20 largest firms|2012|26774||85494096||71.0||32255338||10903713||221994|
01|00|0100000US|United States||52|52312|Securities brokerage||850|50 largest firms|2012|29076||100911916||83.8||36705997||12430799||249885|
01|00|0100000US|United States||52|523120|Securities brokerage||001|All firms|2012|40298||120382829||100.0||43678044||14369776||310652|
01|00|0100000US|United States||52|523120|Securities brokerage||804|4 largest firms|2012|7445||40803570||33.9||17082492||6135554||97879|
01|00|0100000US|United States||52|523120|Securities brokerage||808|8 largest firms|2012|19967||59725638||49.6||24179781||8130204||163726|
01|00|0100000US|United States||52|523120|Securities brokerage||820|20 largest firms|2012|26774||85494096||71.0||32255338||10903713||221994|
01|00|0100000US|United States||52|523120|Securities brokerage||850|50 largest firms|2012|29076||100911916||83.8||36705997||12430799||249885|
01|00|0100000US|United States||52|52313|Commodity contracts dealing||001|All firms|2012|727||6672968||100.0||1563745||681018||7026|
01|00|0100000US|United States||52|52313|Commodity contracts dealing||804|4 largest firms|2012|10||2396942||35.9||413310||204787||557|
01|00|0100000US|United States||52|52313|Commodity contracts dealing||808|8 largest firms|2012|15||3649164||54.7||690964||384145||1610|
01|00|0100000US|United States||52|52313|Commodity contracts dealing||820|20 largest firms|2012|32||5072391||76.0||957847||493925||3081|
01|00|0100000US|United States||52|52313|Commodity contracts dealing||850|50 largest firms|2012|177||6123600||91.8||1376391||639521||4901|
01|00|0100000US|United States||52|523130|Commodity contracts dealing||001|All firms|2012|727||6672968||100.0||1563745||681018||7026|
01|00|0100000US|United States||52|523130|Commodity contracts dealing||804|4 largest firms|2012|10||2396942||35.9||413310||204787||557|
01|00|0100000US|United States||52|523130|Commodity contracts dealing||808|8 largest firms|2012|15||3649164||54.7||690964||384145||1610|
01|00|0100000US|United States||52|523130|Commodity contracts dealing||820|20 largest firms|2012|32||5072391||76.0||957847||493925||3081|
01|00|0100000US|United States||52|523130|Commodity contracts dealing||850|50 largest firms|2012|177||6123600||91.8||1376391||639521||4901|
01|00|0100000US|United States||52|52314|Commodity contracts brokerage||001|All firms|2012|1261||5377302||100.0||1340862||353893||10372|
01|00|0100000US|United States||52|52314|Commodity contracts brokerage||804|4 largest firms|2012|12||2157724||40.1||385113||115651||2141|
01|00|0100000US|United States||52|52314|Commodity contracts brokerage||808|8 largest firms|2012|37||2896325||53.9||551959||157264||3187|
01|00|0100000US|United States||52|52314|Commodity contracts brokerage||820|20 largest firms|2012|58||3683575||68.5||786510||223255||4787|
01|00|0100000US|United States||52|52314|Commodity contracts brokerage||850|50 largest firms|2012|108||4374419||81.3||996306||273570||6046|
01|00|0100000US|United States||52|523140|Commodity contracts brokerage||001|All firms|2012|1261||5377302||100.0||1340862||353893||10372|
01|00|0100000US|United States||52|523140|Commodity contracts brokerage||804|4 largest firms|2012|12||2157724||40.1||385113||115651||2141|
01|00|0100000US|United States||52|523140|Commodity contracts brokerage||808|8 largest firms|2012|37||2896325||53.9||551959||157264||3187|
01|00|0100000US|United States||52|523140|Commodity contracts brokerage||820|20 largest firms|2012|58||3683575||68.5||786510||223255||4787|
01|00|0100000US|United States||52|523140|Commodity contracts brokerage||850|50 largest firms|2012|108||4374419||81.3||996306||273570||6046|
01|00|0100000US|United States||52|5232|Securities and commodity exchanges||001|All firms|2012|29||9693795||100.0||1215602||477446||6388|
01|00|0100000US|United States||52|5232|Securities and commodity exchanges||804|4 largest firms|2012|14||8223983||84.8||912236||355466||4751|
01|00|0100000US|United States||52|5232|Securities and commodity exchanges||808|8 largest firms|2012|22||9637768||99.4||1196252||472971||6199|
01|00|0100000US|United States||52|5232|Securities and commodity exchanges||820|20 largest firms|2012|29||9693795||100.0||1215602||477446||6388|
01|00|0100000US|United States||52|5232|Securities and commodity exchanges||850|50 largest firms|2012|29||9693795||100.0||1215602||477446||6388|
01|00|0100000US|United States||52|52321|Securities and commodity exchanges||001|All firms|2012|29||9693795||100.0||1215602||477446||6388|
01|00|0100000US|United States||52|52321|Securities and commodity exchanges||804|4 largest firms|2012|14||8223983||84.8||912236||355466||4751|
01|00|0100000US|United States||52|52321|Securities and commodity exchanges||808|8 largest firms|2012|22||9637768||99.4||1196252||472971||6199|
01|00|0100000US|United States||52|52321|Securities and commodity exchanges||820|20 largest firms|2012|29||9693795||100.0||1215602||477446||6388|
01|00|0100000US|United States||52|52321|Securities and commodity exchanges||850|50 largest firms|2012|29||9693795||100.0||1215602||477446||6388|
01|00|0100000US|United States||52|523210|Securities and commodity exchanges||001|All firms|2012|29||9693795||100.0||1215602||477446||6388|
01|00|0100000US|United States||52|523210|Securities and commodity exchanges||804|4 largest firms|2012|14||8223983||84.8||912236||355466||4751|
01|00|0100000US|United States||52|523210|Securities and commodity exchanges||808|8 largest firms|2012|22||9637768||99.4||1196252||472971||6199|
01|00|0100000US|United States||52|523210|Securities and commodity exchanges||820|20 largest firms|2012|29||9693795||100.0||1215602||477446||6388|
01|00|0100000US|United States||52|523210|Securities and commodity exchanges||850|50 largest firms|2012|29||9693795||100.0||1215602||477446||6388|
01|00|0100000US|United States||52|5239|Other financial investment activities||001|All firms|2012|50449||269247352||100.0||87449245||27940829||471260|
01|00|0100000US|United States||52|5239|Other financial investment activities||804|4 largest firms|2012|833||31072682||11.5||8845464||2592962||55892|
01|00|0100000US|United States||52|5239|Other financial investment activities||808|8 largest firms|2012|1686||54272878||20.2||14192181||5075761||80488|
01|00|0100000US|United States||52|5239|Other financial investment activities||820|20 largest firms|2012|1949||91796508||34.1||23432222||8111726||122740|
01|00|0100000US|United States||52|5239|Other financial investment activities||850|50 largest firms|2012|2437||132813432||49.3||36729201||12784782||171029|
01|00|0100000US|United States||52|52391|Miscellaneous intermediation||001|All firms|2012|8006||18895451||100.0||6032505||1670222||38658|
01|00|0100000US|United States||52|52391|Miscellaneous intermediation||804|4 largest firms|2012|11||3660847||19.4||971217||349165||2006|
01|00|0100000US|United States||52|52391|Miscellaneous intermediation||808|8 largest firms|2012|15||4409426||23.3||1058519||371410||2284|
01|00|0100000US|United States||52|52391|Miscellaneous intermediation||820|20 largest firms|2012|39||5792282||30.7||1458174||497007||4113|
01|00|0100000US|United States||52|52391|Miscellaneous intermediation||850|50 largest firms|2012|78||7705131||40.8||2119140||665695||6500|
01|00|0100000US|United States||52|523910|Miscellaneous intermediation||001|All firms|2012|8006||18895451||100.0||6032505||1670222||38658|
01|00|0100000US|United States||52|523910|Miscellaneous intermediation||804|4 largest firms|2012|11||3660847||19.4||971217||349165||2006|
01|00|0100000US|United States||52|523910|Miscellaneous intermediation||808|8 largest firms|2012|15||4409426||23.3||1058519||371410||2284|
01|00|0100000US|United States||52|523910|Miscellaneous intermediation||820|20 largest firms|2012|39||5792282||30.7||1458174||497007||4113|
01|00|0100000US|United States||52|523910|Miscellaneous intermediation||850|50 largest firms|2012|78||7705131||40.8||2119140||665695||6500|
01|00|0100000US|United States||52|52392|Portfolio management||001|All firms|2012|23559||193246038||100.0||65262982||21579975||270805|
01|00|0100000US|United States||52|52392|Portfolio management||804|4 largest firms|2012|57||25198904||13.0||6676679||2662659||22482|
01|00|0100000US|United States||52|52392|Portfolio management||808|8 largest firms|2012|277||42829105||22.2||10517190||3658983||39693|
01|00|0100000US|United States||52|52392|Portfolio management||820|20 largest firms|2012|653||71675361||37.1||21322485||7570346||80851|
01|00|0100000US|United States||52|52392|Portfolio management||850|50 largest firms|2012|967||105190409||54.4||31707728||11414470||108310|
01|00|0100000US|United States||52|523920|Portfolio management||001|All firms|2012|23559||193246038||100.0||65262982||21579975||270805|
01|00|0100000US|United States||52|523920|Portfolio management||804|4 largest firms|2012|57||25198904||13.0||6676679||2662659||22482|
01|00|0100000US|United States||52|523920|Portfolio management||808|8 largest firms|2012|277||42829105||22.2||10517190||3658983||39693|
01|00|0100000US|United States||52|523920|Portfolio management||820|20 largest firms|2012|653||71675361||37.1||21322485||7570346||80851|
01|00|0100000US|United States||52|523920|Portfolio management||850|50 largest firms|2012|967||105190409||54.4||31707728||11414470||108310|
01|00|0100000US|United States||52|52393|Investment advice||001|All firms|2012|15735||32226538||100.0||11114088||3198492||101953|
01|00|0100000US|United States||52|52393|Investment advice||804|4 largest firms|2012|1048||9397055||29.2||2371073||732588||25172|
01|00|0100000US|United States||52|52393|Investment advice||808|8 largest firms|2012|1131||11550024||35.8||3141232||908704||28255|
01|00|0100000US|United States||52|52393|Investment advice||820|20 largest firms|2012|1376||14882404||46.2||4569799||1423960||39217|
01|00|0100000US|United States||52|52393|Investment advice||850|50 largest firms|2012|1489||18082806||56.1||5699448||1743350||45609|
01|00|0100000US|United States||52|523930|Investment advice||001|All firms|2012|15735||32226538||100.0||11114088||3198492||101953|
01|00|0100000US|United States||52|523930|Investment advice||804|4 largest firms|2012|1048||9397055||29.2||2371073||732588||25172|
01|00|0100000US|United States||52|523930|Investment advice||808|8 largest firms|2012|1131||11550024||35.8||3141232||908704||28255|
01|00|0100000US|United States||52|523930|Investment advice||820|20 largest firms|2012|1376||14882404||46.2||4569799||1423960||39217|
01|00|0100000US|United States||52|523930|Investment advice||850|50 largest firms|2012|1489||18082806||56.1||5699448||1743350||45609|
01|00|0100000US|United States||52|52399|All other financial investment activities||001|All firms|2012|3149||24879325||100.0||5039670||1492140||59844|
01|00|0100000US|United States||52|52399|All other financial investment activities||804|4 largest firms|2012|134||12911879||51.9||1284200||403947||17656|
01|00|0100000US|United States||52|52399|All other financial investment activities||808|8 largest firms|2012|191||15491314||62.3||2060614||659807||22231|
01|00|0100000US|United States||52|52399|All other financial investment activities||820|20 largest firms|2012|240||18919395||76.0||3117609||941046||33954|
01|00|0100000US|United States||52|52399|All other financial investment activities||850|50 largest firms|2012|428||21226172||85.3||3797665||1164443||41796|
01|00|0100000US|United States||52|523991|Trust, fiduciary, and custody activities||001|All firms|2012|2396||16693578||100.0||2878075||791484||39014|
01|00|0100000US|United States||52|523991|Trust, fiduciary, and custody activities||804|4 largest firms|2012|143||9801310||58.7||654400||182595||10153|
01|00|0100000US|United States||52|523991|Trust, fiduciary, and custody activities||808|8 largest firms|2012|170||11370674||68.1||1157592||316805||15719|
01|00|0100000US|United States||52|523991|Trust, fiduciary, and custody activities||820|20 largest firms|2012|220||13177526||78.9||1662592||467983||21242|
01|00|0100000US|United States||52|523991|Trust, fiduciary, and custody activities||850|50 largest firms|2012|397||14443809||86.5||2021739||575934||25600|
01|00|0100000US|United States||52|523999|Miscellaneous financial investment activities||001|All firms|2012|753||8185747||100.0||2161595||700656||20830|
01|00|0100000US|United States||52|523999|Miscellaneous financial investment activities||804|4 largest firms|2012|45||5201204||63.5||1212740||435719||10868|
01|00|0100000US|United States||52|523999|Miscellaneous financial investment activities||808|8 largest firms|2012|56||6486324||79.2||1711264||567148||15442|
01|00|0100000US|United States||52|523999|Miscellaneous financial investment activities||820|20 largest firms|2012|84||7304159||89.2||1929427||633255||17846|
01|00|0100000US|United States||52|523999|Miscellaneous financial investment activities||850|50 largest firms|2012|123||7788821||95.2||2050263||673580||18971|
01|00|0100000US|United States||52|524|Insurance carriers and related activities||001|All firms|2012|176074||1925298129||100.0||169186018||49727673||2304429|
01|00|0100000US|United States||52|524|Insurance carriers and related activities||804|4 largest firms|2012|837||271929966||14.1||16760770||4975294||194921|
01|00|0100000US|United States||52|524|Insurance carriers and related activities||808|8 largest firms|2012|3126||446654739||23.2||24643787||7870092||281042|
01|00|0100000US|United States||52|524|Insurance carriers and related activities||820|20 largest firms|2012|10895||778091527||40.4||50578889||16209946||585626|
01|00|0100000US|United States||52|524|Insurance carriers and related activities||850|50 largest firms|2012|18207||1182264245||61.4||75118677||24160980||881099|
01|00|0100000US|United States||52|5241|Insurance carriers||001|All firms|2012|31784||1661469008||100.0||118079104||36828420||1448112|
01|00|0100000US|United States||52|5241|Insurance carriers||804|4 largest firms|2012|1436||263414200||15.9||18625926||5977260||213491|
01|00|0100000US|United States||52|5241|Insurance carriers||808|8 largest firms|2012|5526||409455999||24.6||29875635||9577812||333367|
01|00|0100000US|United States||52|5241|Insurance carriers||820|20 largest firms|2012|10652||721408424||43.4||51976714||16706399||600332|
01|00|0100000US|United States||52|5241|Insurance carriers||850|50 largest firms|2012|17539||1088636206||65.5||73111258||23661640||850574|
01|00|0100000US|United States||52|52411|Direct life, health, and medical insurance carriers||001|All firms|2012|13548||1142018510||100.0||69970154||22568613||836123|
01|00|0100000US|United States||52|52411|Direct life, health, and medical insurance carriers||804|4 largest firms|2012|2002||250797444||22.0||16799309||5734670||176409|
01|00|0100000US|United States||52|52411|Direct life, health, and medical insurance carriers||808|8 largest firms|2012|3194||373835060||32.7||25494670||8609189||276955|
01|00|0100000US|United States||52|52411|Direct life, health, and medical insurance carriers||820|20 largest firms|2012|4821||622517291||54.5||37765682||12707972||416264|
01|00|0100000US|United States||52|52411|Direct life, health, and medical insurance carriers||850|50 largest firms|2012|9633||861891554||75.5||53428944||17826702||599570|
01|00|0100000US|United States||52|524113|Direct life insurance carriers||001|All firms|2012|8939||494705909||100.0||31563613||10577568||350207|
01|00|0100000US|United States||52|524113|Direct life insurance carriers||804|4 largest firms|2012|1505||143944707||29.1||8840472||3171507||88905|
01|00|0100000US|United States||52|524113|Direct life insurance carriers||808|8 largest firms|2012|1916||236635040||47.8||12523398||4490253||125600|
01|00|0100000US|United States||52|524113|Direct life insurance carriers||820|20 largest firms|2012|6346||365197463||73.8||21907390||7564659||232704|
01|00|0100000US|United States||52|524113|Direct life insurance carriers||850|50 largest firms|2012|7920||455187431||92.0||28767739||9802767||311386|
01|00|0100000US|United States||52|524114|Direct health and medical insurance carriers||001|All firms|2012|4609||647312601||100.0||38406541||11991045||485916|
01|00|0100000US|United States||52|524114|Direct health and medical insurance carriers||804|4 largest firms|2012|1367||222649097||34.4||14598105||4705813||165595|
01|00|0100000US|United States||52|524114|Direct health and medical insurance carriers||808|8 largest firms|2012|1878||318386383||49.2||20890179||6784683||239757|
01|00|0100000US|United States||52|524114|Direct health and medical insurance carriers||820|20 largest firms|2012|2451||433775423||67.0||26320302||8548385||307847|
01|00|0100000US|United States||52|524114|Direct health and medical insurance carriers||850|50 largest firms|2012|3354||532839771||82.3||31874581||10212344||386059|
01|00|0100000US|United States||52|52412|Direct insurance (except life, health, and medical) carriers||001|All firms|2012|17855||470033022||100.0||45836458||13448821||598640|
01|00|0100000US|United States||52|52412|Direct insurance (except life, health, and medical) carriers||804|4 largest firms|2012|3957||138207126||29.4||13483390||3717781||172131|
01|00|0100000US|United States||52|52412|Direct insurance (except life, health, and medical) carriers||808|8 largest firms|2012|7586||212676855||45.2||19019225||5366684||254254|
01|00|0100000US|United States||52|52412|Direct insurance (except life, health, and medical) carriers||820|20 largest firms|2012|9864||300525272||63.9||27045699||8135026||344107|
01|00|0100000US|United States||52|52412|Direct insurance (except life, health, and medical) carriers||850|50 largest firms|2012|11877||369216351||78.6||35026780||10372415||453258|
01|00|0100000US|United States||52|524126|Direct property and casualty insurance carriers||001|All firms|2012|14603||445749327||100.0||41522999||12431616||533978|
01|00|0100000US|United States||52|524126|Direct property and casualty insurance carriers||804|4 largest firms|2012|3957||138207126||31.0||13483390||3717781||172131|
01|00|0100000US|United States||52|524126|Direct property and casualty insurance carriers||808|8 largest firms|2012|7585||212673125||47.7||19017905||5366354||254231|
01|00|0100000US|United States||52|524126|Direct property and casualty insurance carriers||820|20 largest firms|2012|8739||297765235||66.8||26336258||7966670||331773|
01|00|0100000US|United States||52|524126|Direct property and casualty insurance carriers||850|50 largest firms|2012|10351||359137907||80.6||32386787||9809581||413840|
01|00|0100000US|United States||52|524127|Direct title insurance carriers||001|All firms|2012|2763||13919129||100.0||2713148||661711||43250|
01|00|0100000US|United States||52|524127|Direct title insurance carriers||804|4 largest firms|2012|1635||12439892||89.4||2320419||573216||36058|
01|00|0100000US|United States||52|524127|Direct title insurance carriers||808|8 largest firms|2012|1724||12985705||93.3||2400272||590612||36997|
01|00|0100000US|United States||52|524127|Direct title insurance carriers||820|20 largest firms|2012|1852||13355694||96.0||2515227||616342||38885|
01|00|0100000US|United States||52|524127|Direct title insurance carriers||850|50 largest firms|2012|1909||13527123||97.2||2580204||631059||40040|
01|00|0100000US|United States||52|524128|Other direct insurance (except life, health, and medical) carriers||001|All firms|2012|489||10364566||100.0||1600311||355494||21412|
01|00|0100000US|United States||52|524128|Other direct insurance (except life, health, and medical) carriers||804|4 largest firms|2012|25||4467197||43.1||986448||198209||12392|
01|00|0100000US|United States||52|524128|Other direct insurance (except life, health, and medical) carriers||808|8 largest firms|2012|76||6795510||65.6||1137153||241150||13874|
01|00|0100000US|United States||52|524128|Other direct insurance (except life, health, and medical) carriers||820|20 largest firms|2012|89||8770980||84.6||1340364||290705||16702|
01|00|0100000US|United States||52|524128|Other direct insurance (except life, health, and medical) carriers||850|50 largest firms|2012|138||9860728||95.1||1485060||328380||19084|
01|00|0100000US|United States||52|52413|Reinsurance carriers||001|All firms|2012|381||49417476||100.0||2272492||810986||13349|
01|00|0100000US|United States||52|52413|Reinsurance carriers||804|4 largest firms|2012|105||24436017||49.4||992391||364787||5495|
01|00|0100000US|United States||52|52413|Reinsurance carriers||808|8 largest firms|2012|120||32026748||64.8||1182720||418524||6212|
01|00|0100000US|United States||52|52413|Reinsurance carriers||820|20 largest firms|2012|188||42263528||85.5||1709896||630096||9101|
01|00|0100000US|United States||52|52413|Reinsurance carriers||850|50 largest firms|2012|289||49141084||99.4||2204522||793190||12635|
01|00|0100000US|United States||52|524130|Reinsurance carriers||001|All firms|2012|381||49417476||100.0||2272492||810986||13349|
01|00|0100000US|United States||52|524130|Reinsurance carriers||804|4 largest firms|2012|105||24436017||49.4||992391||364787||5495|
01|00|0100000US|United States||52|524130|Reinsurance carriers||808|8 largest firms|2012|120||32026748||64.8||1182720||418524||6212|
01|00|0100000US|United States||52|524130|Reinsurance carriers||820|20 largest firms|2012|188||42263528||85.5||1709896||630096||9101|
01|00|0100000US|United States||52|524130|Reinsurance carriers||850|50 largest firms|2012|289||49141084||99.4||2204522||793190||12635|
01|00|0100000US|United States||52|5242|Agencies, brokerages, and other insurance related activities||001|All firms|2012|144290||263829121||100.0||51106914||12899253||856317|
01|00|0100000US|United States||52|5242|Agencies, brokerages, and other insurance related activities||804|4 largest firms|2012|194||112347746||42.6||1640601||423657||14967|
01|00|0100000US|United States||52|5242|Agencies, brokerages, and other insurance related activities||808|8 largest firms|2012|715||123498486||46.8||3491101||1102690||31891|
01|00|0100000US|United States||52|5242|Agencies, brokerages, and other insurance related activities||820|20 largest firms|2012|2727||139491251||52.9||8504233||2565147||82153|
01|00|0100000US|United States||52|5242|Agencies, brokerages, and other insurance related activities||850|50 largest firms|2012|4394||155756799||59.0||12495462||3545297||136969|
01|00|0100000US|United States||52|52421|Insurance agencies and brokerages||001|All firms|2012|132882||106844034||100.0||37499689||9511276||640258|
01|00|0100000US|United States||52|52421|Insurance agencies and brokerages||804|4 largest firms|2012|1025||11914500||11.2||3173919||1100132||28995|
01|00|0100000US|United States||52|52421|Insurance agencies and brokerages||808|8 largest firms|2012|1949||17159397||16.1||5583936||1783292||50092|
01|00|0100000US|United States||52|52421|Insurance agencies and brokerages||820|20 largest firms|2012|3146||23696825||22.2||7901102||2376943||77702|
01|00|0100000US|United States||52|52421|Insurance agencies and brokerages||850|50 largest firms|2012|3706||28905805||27.1||9359228||2769209||95560|
01|00|0100000US|United States||52|524210|Insurance agencies and brokerages||001|All firms|2012|132882||106844034||100.0||37499689||9511276||640258|
01|00|0100000US|United States||52|524210|Insurance agencies and brokerages||804|4 largest firms|2012|1025||11914500||11.2||3173919||1100132||28995|
01|00|0100000US|United States||52|524210|Insurance agencies and brokerages||808|8 largest firms|2012|1949||17159397||16.1||5583936||1783292||50092|
01|00|0100000US|United States||52|524210|Insurance agencies and brokerages||820|20 largest firms|2012|3146||23696825||22.2||7901102||2376943||77702|
01|00|0100000US|United States||52|524210|Insurance agencies and brokerages||850|50 largest firms|2012|3706||28905805||27.1||9359228||2769209||95560|
01|00|0100000US|United States||52|52429|Other insurance related activities||001|All firms|2012|11408||156985087||100.0||13607225||3387977||216059|
01|00|0100000US|United States||52|52429|Other insurance related activities||804|4 largest firms|2012|134||110827989||70.6||881247||177455||9328|
01|00|0100000US|United States||52|52429|Other insurance related activities||808|8 largest firms|2012|231||117095052||74.6||1758486||424163||16846|
01|00|0100000US|United States||52|52429|Other insurance related activities||820|20 largest firms|2012|910||126364560||80.5||3451601||885275||42694|
01|00|0100000US|United States||52|52429|Other insurance related activities||850|50 largest firms|2012|1368||135087555||86.1||5390007||1392409||69970|
01|00|0100000US|United States||52|524291|Claims adjusting||001|All firms|2012|4534||6117944||100.0||2474094||567470||36303|
01|00|0100000US|United States||52|524291|Claims adjusting||804|4 largest firms|2012|82||1330725||21.8||581682||127252||6134|
01|00|0100000US|United States||52|524291|Claims adjusting||808|8 largest firms|2012|149||1831166||29.9||763998||164342||8129|
01|00|0100000US|United States||52|524291|Claims adjusting||820|20 largest firms|2012|449||2552953||41.7||1097833||250898||12747|
01|00|0100000US|United States||52|524291|Claims adjusting||850|50 largest firms|2012|619||3449048||56.4||1432204||325352||17320|
01|00|0100000US|United States||52|524292|Third party administration of insurance and pension funds||001|All firms|2012|4796||145245780||100.0||9132175||2277301||152227|
01|00|0100000US|United States||52|524292|Third party administration of insurance and pension funds||804|4 largest firms|2012|133||110825678||76.3||880302||177201||9292|
01|00|0100000US|United States||52|524292|Third party administration of insurance and pension funds||808|8 largest firms|2012|309||117040816||80.6||1276390||298326||14453|
01|00|0100000US|United States||52|524292|Third party administration of insurance and pension funds||820|20 largest firms|2012|818||124791552||85.9||2633450||630571||36815|
01|00|0100000US|United States||52|524292|Third party administration of insurance and pension funds||850|50 largest firms|2012|1086||131308249||90.4||3862524||965551||55714|
01|00|0100000US|United States||52|524298|All other insurance related activities||001|All firms|2012|2078||5621363||100.0||2000956||543206||27529|
01|00|0100000US|United States||52|524298|All other insurance related activities||804|4 largest firms|2012|107||2767256||49.2||896218||264388||8046|
01|00|0100000US|United States||52|524298|All other insurance related activities||808|8 largest firms|2012|190||3199429||56.9||1056566||318659||10063|
01|00|0100000US|United States||52|524298|All other insurance related activities||820|20 largest firms|2012|236||3729255||66.3||1251528||367654||14992|
01|00|0100000US|United States||52|524298|All other insurance related activities||850|50 largest firms|2012|302||4319641||76.8||1472327||421720||18507|
