GEOTYPE|ST|GEO_ID|GEO_TTL|FOOTID_GEO|SECTOR|NAICS2012|NAICS2012_TTL|FOOTID_NAICS|OPTAX|OPTAX_TTL|CONCENFI|CONCENFI_TTL|YEAR|ESTAB|ESTAB_F|RCPTOT|RCPTOT_F|VAL_PCT|VAL_PCT_F|PAYANN|PAYANN_F|PAYQTR1|PAYQTR1_F|EMP|EMP_F
01|00|0100000US|United States||61|61142|Computer training||T|Establishments subject to federal income tax|850|50 largest firms|2012|94||948930||51.4||240335||58924||3527|
01|00|0100000US|United States||61|611420|Computer training||T|Establishments subject to federal income tax|001|All firms|2012|1584||1845820||100.0||557921||136032||10652|
01|00|0100000US|United States||61|611420|Computer training||T|Establishments subject to federal income tax|804|4 largest firms|2012|10||367384||19.9||58601||12998||775|
01|00|0100000US|United States||61|611420|Computer training||T|Establishments subject to federal income tax|808|8 largest firms|2012|24||510080||27.6||102413||24548||1480|
01|00|0100000US|United States||61|611420|Computer training||T|Establishments subject to federal income tax|820|20 largest firms|2012|50||697990||37.8||152004||39037||2285|
01|00|0100000US|United States||61|611420|Computer training||T|Establishments subject to federal income tax|850|50 largest firms|2012|94||948930||51.4||240335||58924||3527|
01|00|0100000US|United States||61|61143|Professional and management development training||T|Establishments subject to federal income tax|001|All firms|2012|5398||5786797||100.0||2004253||488854||34606|
01|00|0100000US|United States||61|61143|Professional and management development training||T|Establishments subject to federal income tax|804|4 largest firms|2012|18||481739||8.3||136919||39242||1419|
01|00|0100000US|United States||61|61143|Professional and management development training||T|Establishments subject to federal income tax|808|8 largest firms|2012|23||672527||11.6||198999||56137||2068|
01|00|0100000US|United States||61|61143|Professional and management development training||T|Establishments subject to federal income tax|820|20 largest firms|2012|76||1062331||18.4||409555||107344||5070|
01|00|0100000US|United States||61|61143|Professional and management development training||T|Establishments subject to federal income tax|850|50 largest firms|2012|124||1688456||29.2||657215||167411||8320|
01|00|0100000US|United States||61|611430|Professional and management development training||T|Establishments subject to federal income tax|001|All firms|2012|5398||5786797||100.0||2004253||488854||34606|
01|00|0100000US|United States||61|611430|Professional and management development training||T|Establishments subject to federal income tax|804|4 largest firms|2012|18||481739||8.3||136919||39242||1419|
01|00|0100000US|United States||61|611430|Professional and management development training||T|Establishments subject to federal income tax|808|8 largest firms|2012|23||672527||11.6||198999||56137||2068|
01|00|0100000US|United States||61|611430|Professional and management development training||T|Establishments subject to federal income tax|820|20 largest firms|2012|76||1062331||18.4||409555||107344||5070|
01|00|0100000US|United States||61|611430|Professional and management development training||T|Establishments subject to federal income tax|850|50 largest firms|2012|124||1688456||29.2||657215||167411||8320|
01|00|0100000US|United States||61|6115|Technical and trade schools||T|Establishments subject to federal income tax|001|All firms|2012|6640||11272734||100.0||3669999||907139||97028|
01|00|0100000US|United States||61|6115|Technical and trade schools||T|Establishments subject to federal income tax|804|4 largest firms|2012|159||1966008||17.4||598254||148889||12351|
01|00|0100000US|United States||61|6115|Technical and trade schools||T|Establishments subject to federal income tax|808|8 largest firms|2012|357||2752055||24.4||836700||210174||16899|
01|00|0100000US|United States||61|6115|Technical and trade schools||T|Establishments subject to federal income tax|820|20 largest firms|2012|698||4246653||37.7||1349379||346832||29936|
01|00|0100000US|United States||61|6115|Technical and trade schools||T|Establishments subject to federal income tax|850|50 largest firms|2012|964||5726705||50.8||1799986||456303||40115|
01|00|0100000US|United States||61|61151|Technical and trade schools||T|Establishments subject to federal income tax|001|All firms|2012|6640||11272734||100.0||3669999||907139||97028|
01|00|0100000US|United States||61|61151|Technical and trade schools||T|Establishments subject to federal income tax|804|4 largest firms|2012|159||1966008||17.4||598254||148889||12351|
01|00|0100000US|United States||61|61151|Technical and trade schools||T|Establishments subject to federal income tax|808|8 largest firms|2012|357||2752055||24.4||836700||210174||16899|
01|00|0100000US|United States||61|61151|Technical and trade schools||T|Establishments subject to federal income tax|820|20 largest firms|2012|698||4246653||37.7||1349379||346832||29936|
01|00|0100000US|United States||61|61151|Technical and trade schools||T|Establishments subject to federal income tax|850|50 largest firms|2012|964||5726705||50.8||1799986||456303||40115|
01|00|0100000US|United States||61|611511|Cosmetology and barber schools||T|Establishments subject to federal income tax|001|All firms|2012|1933||1942982||100.0||608747||149275||20729|
01|00|0100000US|United States||61|611511|Cosmetology and barber schools||T|Establishments subject to federal income tax|804|4 largest firms|2012|264||389668||20.1||95522||24447||3172|
01|00|0100000US|United States||61|611511|Cosmetology and barber schools||T|Establishments subject to federal income tax|808|8 largest firms|2012|290||499394||25.7||130059||33025||4281|
01|00|0100000US|United States||61|611511|Cosmetology and barber schools||T|Establishments subject to federal income tax|820|20 largest firms|2012|353||642598||33.1||170793||42882||5528|
01|00|0100000US|United States||61|611511|Cosmetology and barber schools||T|Establishments subject to federal income tax|850|50 largest firms|2012|432||850582||43.8||230752||57415||7249|
01|00|0100000US|United States||61|611512|Flight training||T|Establishments subject to federal income tax|001|All firms|2012|902||2424249||100.0||663389||165219||13210|
01|00|0100000US|United States||61|611512|Flight training||T|Establishments subject to federal income tax|804|4 largest firms|2012|123||1305547||53.9||366834||94093||5162|
01|00|0100000US|United States||61|611512|Flight training||T|Establishments subject to federal income tax|808|8 largest firms|2012|133||1471479||60.7||400744||102438||5633|
01|00|0100000US|United States||61|611512|Flight training||T|Establishments subject to federal income tax|820|20 largest firms|2012|150||1760692||72.6||490992||124996||7571|
01|00|0100000US|United States||61|611512|Flight training||T|Establishments subject to federal income tax|850|50 largest firms|2012|192||2004508||82.7||558960||141112||9056|
01|00|0100000US|United States||61|611513|Apprenticeship training||T|Establishments subject to federal income tax|001|All firms|2012|127||71838||100.0||25947||6399||783|
01|00|0100000US|United States||61|611513|Apprenticeship training||T|Establishments subject to federal income tax|804|4 largest firms|2012|5||30566||42.5||9767||2396||230|
01|00|0100000US|United States||61|611513|Apprenticeship training||T|Establishments subject to federal income tax|808|8 largest firms|2012|9||37327||52.0||12079||2974||291|
01|00|0100000US|United States||61|611513|Apprenticeship training||T|Establishments subject to federal income tax|820|20 largest firms|2012|23||50203||69.9||17897||4377||430|
01|00|0100000US|United States||61|611513|Apprenticeship training||T|Establishments subject to federal income tax|850|50 largest firms|2012|53||63739||88.7||23099||5710||642|
01|00|0100000US|United States||61|611519|Other technical and trade schools||T|Establishments subject to federal income tax|001|All firms|2012|3678||6833665||100.0||2371916||586246||62306|
01|00|0100000US|United States||61|611519|Other technical and trade schools||T|Establishments subject to federal income tax|804|4 largest firms|2012|123||1333582||19.5||471716||115801||10820|
01|00|0100000US|United States||61|611519|Other technical and trade schools||T|Establishments subject to federal income tax|808|8 largest firms|2012|177||1931442||28.3||681360||167930||16088|
01|00|0100000US|United States||61|611519|Other technical and trade schools||T|Establishments subject to federal income tax|820|20 largest firms|2012|424||3075355||45.0||1045190||267237||25300|
01|00|0100000US|United States||61|611519|Other technical and trade schools||T|Establishments subject to federal income tax|850|50 largest firms|2012|563||4052168||59.3||1388713||350512||32811|
01|00|0100000US|United States||61|6115191|Technical and trade schools||T|Establishments subject to federal income tax|001|All firms|2012|3260||6427490||100.0||2231002||553067||58301|
01|00|0100000US|United States||61|6115191|Technical and trade schools||T|Establishments subject to federal income tax|804|4 largest firms|2012|123||1333582||20.7||471716||115801||10820|
01|00|0100000US|United States||61|6115191|Technical and trade schools||T|Establishments subject to federal income tax|808|8 largest firms|2012|175||1930840||30.0||673988||167450||15929|
01|00|0100000US|United States||61|6115191|Technical and trade schools||T|Establishments subject to federal income tax|820|20 largest firms|2012|422||3066170||47.7||1041608||266400||25191|
01|00|0100000US|United States||61|6115191|Technical and trade schools||T|Establishments subject to federal income tax|850|50 largest firms|2012|550||4023139||62.6||1384246||350198||32954|
01|00|0100000US|United States||61|6115192|Computer repair training||T|Establishments subject to federal income tax|001|All firms|2012|14||0|D|0|D|0|D|0|D|0|b
01|00|0100000US|United States||61|6115192|Computer repair training||T|Establishments subject to federal income tax|804|4 largest firms|2012|4||0|D|0|D|0|D|0|D|0|b
01|00|0100000US|United States||61|6115192|Computer repair training||T|Establishments subject to federal income tax|808|8 largest firms|2012|9||0|D|0|D|0|D|0|D|0|b
01|00|0100000US|United States||61|6115192|Computer repair training||T|Establishments subject to federal income tax|820|20 largest firms|2012|14||0|D|0|D|0|D|0|D|0|b
01|00|0100000US|United States||61|6115192|Computer repair training||T|Establishments subject to federal income tax|850|50 largest firms|2012|14||0|D|0|D|0|D|0|D|0|b
01|00|0100000US|United States||61|6115193|Truck driving schools||T|Establishments subject to federal income tax|001|All firms|2012|404||0|D|0|D|0|D|0|D|0|h
01|00|0100000US|United States||61|6115193|Truck driving schools||T|Establishments subject to federal income tax|804|4 largest firms|2012|40||0|D|0|D|0|D|0|D|0|f
01|00|0100000US|United States||61|6115193|Truck driving schools||T|Establishments subject to federal income tax|808|8 largest firms|2012|57||0|D|0|D|0|D|0|D|0|f
01|00|0100000US|United States||61|6115193|Truck driving schools||T|Establishments subject to federal income tax|820|20 largest firms|2012|82||0|D|0|D|0|D|0|D|0|g
01|00|0100000US|United States||61|6115193|Truck driving schools||T|Establishments subject to federal income tax|850|50 largest firms|2012|130||0|D|0|D|0|D|0|D|0|h
01|00|0100000US|United States||61|6116|Other schools and instruction||T|Establishments subject to federal income tax|001|All firms|2012|37242||14777778||100.0||4747991||1152212||303649|
01|00|0100000US|United States||61|6116|Other schools and instruction||T|Establishments subject to federal income tax|804|4 largest firms|2012|326||1165467||7.9||268112||65111||11859|
01|00|0100000US|United States||61|6116|Other schools and instruction||T|Establishments subject to federal income tax|808|8 largest firms|2012|528||1654740||11.2||431294||101393||16964|
01|00|0100000US|United States||61|6116|Other schools and instruction||T|Establishments subject to federal income tax|820|20 largest firms|2012|646||2336990||15.8||707720||172891||22511|
01|00|0100000US|United States||61|6116|Other schools and instruction||T|Establishments subject to federal income tax|850|50 largest firms|2012|974||3135851||21.2||1027968||259768||34538|
01|00|0100000US|United States||61|61161|Fine arts schools||T|Establishments subject to federal income tax|001|All firms|2012|10454||2760555||100.0||789475||196362||62368|
01|00|0100000US|United States||61|61161|Fine arts schools||T|Establishments subject to federal income tax|804|4 largest firms|2012|7||78007||2.8||24578||5637||774|
01|00|0100000US|United States||61|61161|Fine arts schools||T|Establishments subject to federal income tax|808|8 largest firms|2012|11||120368||4.4||38858||9313||1383|
01|00|0100000US|United States||61|61161|Fine arts schools||T|Establishments subject to federal income tax|820|20 largest firms|2012|24||215113||7.8||70292||16873||2576|
01|00|0100000US|United States||61|61161|Fine arts schools||T|Establishments subject to federal income tax|850|50 largest firms|2012|84||324226||11.7||104399||24931||4353|
01|00|0100000US|United States||61|611610|Fine arts schools||T|Establishments subject to federal income tax|001|All firms|2012|10454||2760555||100.0||789475||196362||62368|
01|00|0100000US|United States||61|611610|Fine arts schools||T|Establishments subject to federal income tax|804|4 largest firms|2012|7||78007||2.8||24578||5637||774|
01|00|0100000US|United States||61|611610|Fine arts schools||T|Establishments subject to federal income tax|808|8 largest firms|2012|11||120368||4.4||38858||9313||1383|
01|00|0100000US|United States||61|611610|Fine arts schools||T|Establishments subject to federal income tax|820|20 largest firms|2012|24||215113||7.8||70292||16873||2576|
01|00|0100000US|United States||61|611610|Fine arts schools||T|Establishments subject to federal income tax|850|50 largest firms|2012|84||324226||11.7||104399||24931||4353|
01|00|0100000US|United States||61|6116101|Dance schools (including children's and professionals')||T|Establishments subject to federal income tax|001|All firms|2012|7541||1982414||100.0||531123||134068||46266|
01|00|0100000US|United States||61|6116101|Dance schools (including children's and professionals')||T|Establishments subject to federal income tax|804|4 largest firms|2012|4||41784||2.1||8545||2240||559|
01|00|0100000US|United States||61|6116101|Dance schools (including children's and professionals')||T|Establishments subject to federal income tax|808|8 largest firms|2012|8||72039||3.6||14485||3524||762|
01|00|0100000US|United States||61|6116101|Dance schools (including children's and professionals')||T|Establishments subject to federal income tax|820|20 largest firms|2012|25||117231||5.9||29229||7101||1742|
01|00|0100000US|United States||61|6116101|Dance schools (including children's and professionals')||T|Establishments subject to federal income tax|850|50 largest firms|2012|61||186132||9.4||47575||11343||2730|
01|00|0100000US|United States||61|6116102|Art, drama, and music schools||T|Establishments subject to federal income tax|001|All firms|2012|2913||778141||100.0||258352||62294||16102|
01|00|0100000US|United States||61|6116102|Art, drama, and music schools||T|Establishments subject to federal income tax|804|4 largest firms|2012|6||76735||9.9||25740||6071||826|
01|00|0100000US|United States||61|6116102|Art, drama, and music schools||T|Establishments subject to federal income tax|808|8 largest firms|2012|10||114137||14.7||40305||9723||1413|
01|00|0100000US|United States||61|6116102|Art, drama, and music schools||T|Establishments subject to federal income tax|820|20 largest firms|2012|46||177657||22.8||67939||16217||2190|
01|00|0100000US|United States||61|6116102|Art, drama, and music schools||T|Establishments subject to federal income tax|850|50 largest firms|2012|87||246373||31.7||91378||21787||3430|
01|00|0100000US|United States||61|61162|Sports and recreation instruction||T|Establishments subject to federal income tax|001|All firms|2012|12716||4544469||100.0||1394883||314874||86740|
01|00|0100000US|United States||61|61162|Sports and recreation instruction||T|Establishments subject to federal income tax|804|4 largest firms|2012|6||401003||8.8||111723||22772||2210|
01|00|0100000US|United States||61|61162|Sports and recreation instruction||T|Establishments subject to federal income tax|808|8 largest firms|2012|47||460353||10.1||129785||26254||2785|
01|00|0100000US|United States||61|61162|Sports and recreation instruction||T|Establishments subject to federal income tax|820|20 largest firms|2012|72||566291||12.5||167011||34378||4045|
01|00|0100000US|United States||61|61162|Sports and recreation instruction||T|Establishments subject to federal income tax|850|50 largest firms|2012|165||735052||16.2||223998||47190||6737|
01|00|0100000US|United States||61|611620|Sports and recreation instruction||T|Establishments subject to federal income tax|001|All firms|2012|12716||4544469||100.0||1394883||314874||86740|
01|00|0100000US|United States||61|611620|Sports and recreation instruction||T|Establishments subject to federal income tax|804|4 largest firms|2012|6||401003||8.8||111723||22772||2210|
01|00|0100000US|United States||61|611620|Sports and recreation instruction||T|Establishments subject to federal income tax|808|8 largest firms|2012|47||460353||10.1||129785||26254||2785|
01|00|0100000US|United States||61|611620|Sports and recreation instruction||T|Establishments subject to federal income tax|820|20 largest firms|2012|72||566291||12.5||167011||34378||4045|
01|00|0100000US|United States||61|611620|Sports and recreation instruction||T|Establishments subject to federal income tax|850|50 largest firms|2012|165||735052||16.2||223998||47190||6737|
01|00|0100000US|United States||61|61163|Language schools||T|Establishments subject to federal income tax|001|All firms|2012|1004||1220091||100.0||387982||91994||14767|
01|00|0100000US|United States||61|61163|Language schools||T|Establishments subject to federal income tax|804|4 largest firms|2012|154||498527||40.9||95535||23070||4440|
01|00|0100000US|United States||61|61163|Language schools||T|Establishments subject to federal income tax|808|8 largest firms|2012|158||615185||50.4||162276||39577||5500|
01|00|0100000US|United States||61|61163|Language schools||T|Establishments subject to federal income tax|820|20 largest firms|2012|198||764009||62.6||224755||53860||7279|
01|00|0100000US|United States||61|61163|Language schools||T|Establishments subject to federal income tax|850|50 largest firms|2012|270||933992||76.6||286247||67852||9180|
01|00|0100000US|United States||61|611630|Language schools||T|Establishments subject to federal income tax|001|All firms|2012|1004||1220091||100.0||387982||91994||14767|
01|00|0100000US|United States||61|611630|Language schools||T|Establishments subject to federal income tax|804|4 largest firms|2012|154||498527||40.9||95535||23070||4440|
01|00|0100000US|United States||61|611630|Language schools||T|Establishments subject to federal income tax|808|8 largest firms|2012|158||615185||50.4||162276||39577||5500|
01|00|0100000US|United States||61|611630|Language schools||T|Establishments subject to federal income tax|820|20 largest firms|2012|198||764009||62.6||224755||53860||7279|
01|00|0100000US|United States||61|611630|Language schools||T|Establishments subject to federal income tax|850|50 largest firms|2012|270||933992||76.6||286247||67852||9180|
01|00|0100000US|United States||61|61169|All other schools and instruction||T|Establishments subject to federal income tax|001|All firms|2012|13068||6252663||100.0||2175651||548982||139774|
01|00|0100000US|United States||61|61169|All other schools and instruction||T|Establishments subject to federal income tax|804|4 largest firms|2012|235||861810||13.8||233545||56464||9047|
01|00|0100000US|United States||61|61169|All other schools and instruction||T|Establishments subject to federal income tax|808|8 largest firms|2012|425||1181271||18.9||399553||99609||13398|
01|00|0100000US|United States||61|61169|All other schools and instruction||T|Establishments subject to federal income tax|820|20 largest firms|2012|556||1657204||26.5||584120||153921||20102|
01|00|0100000US|United States||61|61169|All other schools and instruction||T|Establishments subject to federal income tax|850|50 largest firms|2012|927||2248542||36.0||808693||213334||30851|
01|00|0100000US|United States||61|611691|Exam preparation and tutoring||T|Establishments subject to federal income tax|001|All firms|2012|7135||3400370||100.0||1253150||327246||104050|
01|00|0100000US|United States||61|611691|Exam preparation and tutoring||T|Establishments subject to federal income tax|804|4 largest firms|2012|388||570105||16.8||215159||55552||10986|
01|00|0100000US|United States||61|611691|Exam preparation and tutoring||T|Establishments subject to federal income tax|808|8 largest firms|2012|437||748588||22.0||263868||68527||11983|
01|00|0100000US|United States||61|611691|Exam preparation and tutoring||T|Establishments subject to federal income tax|820|20 largest firms|2012|675||1076341||31.7||399597||106406||19612|
01|00|0100000US|United States||61|611691|Exam preparation and tutoring||T|Establishments subject to federal income tax|850|50 largest firms|2012|769||1389751||40.9||533490||142022||29138|
01|00|0100000US|United States||61|611692|Automobile driving schools||T|Establishments subject to federal income tax|001|All firms|2012|2322||652141||100.0||236439||52280||14086|
01|00|0100000US|United States||61|611692|Automobile driving schools||T|Establishments subject to federal income tax|804|4 largest firms|2012|6||91827||14.1||20950||4480||351|
01|00|0100000US|United States||61|611692|Automobile driving schools||T|Establishments subject to federal income tax|808|8 largest firms|2012|23||111895||17.2||30124||6526||802|
01|00|0100000US|United States||61|611692|Automobile driving schools||T|Establishments subject to federal income tax|820|20 largest firms|2012|46||155166||23.8||46346||10055||1542|
01|00|0100000US|United States||61|611692|Automobile driving schools||T|Establishments subject to federal income tax|850|50 largest firms|2012|110||219062||33.6||72427||15586||2882|
01|00|0100000US|United States||61|611699|All other miscellaneous schools and instruction||T|Establishments subject to federal income tax|001|All firms|2012|3611||2200152||100.0||686062||169456||21638|
01|00|0100000US|United States||61|611699|All other miscellaneous schools and instruction||T|Establishments subject to federal income tax|804|4 largest firms|2012|37||611166||27.8||184394||44057||2412|
01|00|0100000US|United States||61|611699|All other miscellaneous schools and instruction||T|Establishments subject to federal income tax|808|8 largest firms|2012|99||778942||35.4||267093||71225||4248|
01|00|0100000US|United States||61|611699|All other miscellaneous schools and instruction||T|Establishments subject to federal income tax|820|20 largest firms|2012|194||973522||44.2||339630||87941||6159|
01|00|0100000US|United States||61|611699|All other miscellaneous schools and instruction||T|Establishments subject to federal income tax|850|50 largest firms|2012|235||1157912||52.6||391012||101279||7456|
01|00|0100000US|United States||61|6117|Educational support services||T|Establishments subject to federal income tax|001|All firms|2012|4906||5554257||100.0||1815189||450338||45356|
01|00|0100000US|United States||61|6117|Educational support services||T|Establishments subject to federal income tax|804|4 largest firms|2012|368||1424873||25.7||424835||120293||6495|
01|00|0100000US|United States||61|6117|Educational support services||T|Establishments subject to federal income tax|808|8 largest firms|2012|387||1846808||33.3||531494||146674||10218|
01|00|0100000US|United States||61|6117|Educational support services||T|Establishments subject to federal income tax|820|20 largest firms|2012|425||2466899||44.4||732749||191487||13991|
01|00|0100000US|United States||61|6117|Educational support services||T|Establishments subject to federal income tax|850|50 largest firms|2012|493||3060623||55.1||922403||240778||19743|
01|00|0100000US|United States||61|61171|Educational support services||T|Establishments subject to federal income tax|001|All firms|2012|4906||5554257||100.0||1815189||450338||45356|
01|00|0100000US|United States||61|61171|Educational support services||T|Establishments subject to federal income tax|804|4 largest firms|2012|368||1424873||25.7||424835||120293||6495|
01|00|0100000US|United States||61|61171|Educational support services||T|Establishments subject to federal income tax|808|8 largest firms|2012|387||1846808||33.3||531494||146674||10218|
01|00|0100000US|United States||61|61171|Educational support services||T|Establishments subject to federal income tax|820|20 largest firms|2012|425||2466899||44.4||732749||191487||13991|
01|00|0100000US|United States||61|61171|Educational support services||T|Establishments subject to federal income tax|850|50 largest firms|2012|493||3060623||55.1||922403||240778||19743|
01|00|0100000US|United States||61|611710|Educational support services||T|Establishments subject to federal income tax|001|All firms|2012|4906||5554257||100.0||1815189||450338||45356|
01|00|0100000US|United States||61|611710|Educational support services||T|Establishments subject to federal income tax|804|4 largest firms|2012|368||1424873||25.7||424835||120293||6495|
01|00|0100000US|United States||61|611710|Educational support services||T|Establishments subject to federal income tax|808|8 largest firms|2012|387||1846808||33.3||531494||146674||10218|
01|00|0100000US|United States||61|611710|Educational support services||T|Establishments subject to federal income tax|820|20 largest firms|2012|425||2466899||44.4||732749||191487||13991|
01|00|0100000US|United States||61|611710|Educational support services||T|Establishments subject to federal income tax|850|50 largest firms|2012|493||3060623||55.1||922403||240778||19743|
01|00|0100000US|United States||61|6117101|Educational support services||T|Establishments subject to federal income tax|001|All firms|2012|3884||3678890||100.0||1205087||286449||30411|
01|00|0100000US|United States||61|6117101|Educational support services||T|Establishments subject to federal income tax|804|4 largest firms|2012|7||484846||13.2||114434||27981||2138|
01|00|0100000US|United States||61|6117101|Educational support services||T|Establishments subject to federal income tax|808|8 largest firms|2012|23||779706||21.2||181611||42898||2979|
01|00|0100000US|United States||61|6117101|Educational support services||T|Establishments subject to federal income tax|820|20 largest firms|2012|55||1187888||32.3||328693||78593||6175|
01|00|0100000US|United States||61|6117101|Educational support services||T|Establishments subject to federal income tax|850|50 largest firms|2012|97||1655201||45.0||482806||116534||8964|
01|00|0100000US|United States||61|6117102|Educational test development and evaluation services||T|Establishments subject to federal income tax|001|All firms|2012|1022||1875367||100.0||610102||163889||14945|
01|00|0100000US|United States||61|6117102|Educational test development and evaluation services||T|Establishments subject to federal income tax|804|4 largest firms|2012|359||1211181||64.6||375033||109242||7586|
01|00|0100000US|United States||61|6117102|Educational test development and evaluation services||T|Establishments subject to federal income tax|808|8 largest firms|2012|380||1436104||76.6||458686||126542||9822|
01|00|0100000US|United States||61|6117102|Educational test development and evaluation services||T|Establishments subject to federal income tax|820|20 largest firms|2012|421||1608966||85.8||515563||141880||12220|
01|00|0100000US|United States||61|6117102|Educational test development and evaluation services||T|Establishments subject to federal income tax|850|50 largest firms|2012|458||1727461||92.1||560441||152613||13046|
01|00|0100000US|United States||61|61|Educational services||Y|Establishments exempt from federal income tax|001|All firms|2012|12038||13880139||100.0||4397787||1082363||148473|
01|00|0100000US|United States||61|61|Educational services||Y|Establishments exempt from federal income tax|804|4 largest firms|2012|42||2539820||18.3||592349||152483||10966|
01|00|0100000US|United States||61|61|Educational services||Y|Establishments exempt from federal income tax|808|8 largest firms|2012|99||3177891||22.9||723110||185595||12933|
01|00|0100000US|United States||61|61|Educational services||Y|Establishments exempt from federal income tax|820|20 largest firms|2012|136||4118279||29.7||926704||234368||16280|
01|00|0100000US|United States||61|61|Educational services||Y|Establishments exempt from federal income tax|850|50 largest firms|2012|210||5265767||37.9||1322210||330015||26325|
01|00|0100000US|United States||61|611|Educational services||Y|Establishments exempt from federal income tax|001|All firms|2012|12038||13880139||100.0||4397787||1082363||148473|
01|00|0100000US|United States||61|611|Educational services||Y|Establishments exempt from federal income tax|804|4 largest firms|2012|42||2539820||18.3||592349||152483||10966|
01|00|0100000US|United States||61|611|Educational services||Y|Establishments exempt from federal income tax|808|8 largest firms|2012|99||3177891||22.9||723110||185595||12933|
01|00|0100000US|United States||61|611|Educational services||Y|Establishments exempt from federal income tax|820|20 largest firms|2012|136||4118279||29.7||926704||234368||16280|
01|00|0100000US|United States||61|611|Educational services||Y|Establishments exempt from federal income tax|850|50 largest firms|2012|210||5265767||37.9||1322210||330015||26325|
01|00|0100000US|United States||61|6114|Business schools and computer and management training||Y|Establishments exempt from federal income tax|001|All firms|2012|1342||2015429||100.0||613521||146751||12159|
01|00|0100000US|United States||61|6114|Business schools and computer and management training||Y|Establishments exempt from federal income tax|804|4 largest firms|2012|58||405790||20.1||87547||20777||1152|
01|00|0100000US|United States||61|6114|Business schools and computer and management training||Y|Establishments exempt from federal income tax|808|8 largest firms|2012|71||620350||30.8||157944||37676||2176|
01|00|0100000US|United States||61|6114|Business schools and computer and management training||Y|Establishments exempt from federal income tax|820|20 largest firms|2012|100||875047||43.4||239956||57119||3908|
01|00|0100000US|United States||61|6114|Business schools and computer and management training||Y|Establishments exempt from federal income tax|850|50 largest firms|2012|151||1146314||56.9||313986||74263||5170|
01|00|0100000US|United States||61|61141|Business and secretarial schools||Y|Establishments exempt from federal income tax|001|All firms|2012|9||24428||100.0||12066||2954||301|
01|00|0100000US|United States||61|61141|Business and secretarial schools||Y|Establishments exempt from federal income tax|804|4 largest firms|2012|4||20323||83.2||9916||2454||242|
01|00|0100000US|United States||61|61141|Business and secretarial schools||Y|Establishments exempt from federal income tax|808|8 largest firms|2012|8||0|D|0|D|0|D|0|D|0|e
01|00|0100000US|United States||61|61141|Business and secretarial schools||Y|Establishments exempt from federal income tax|820|20 largest firms|2012|9||24428||100.0||12066||2954||301|
01|00|0100000US|United States||61|61141|Business and secretarial schools||Y|Establishments exempt from federal income tax|850|50 largest firms|2012|9||24428||100.0||12066||2954||301|
01|00|0100000US|United States||61|611410|Business and secretarial schools||Y|Establishments exempt from federal income tax|001|All firms|2012|9||24428||100.0||12066||2954||301|
01|00|0100000US|United States||61|611410|Business and secretarial schools||Y|Establishments exempt from federal income tax|804|4 largest firms|2012|4||20323||83.2||9916||2454||242|
01|00|0100000US|United States||61|611410|Business and secretarial schools||Y|Establishments exempt from federal income tax|808|8 largest firms|2012|8||0|D|0|D|0|D|0|D|0|e
01|00|0100000US|United States||61|611410|Business and secretarial schools||Y|Establishments exempt from federal income tax|820|20 largest firms|2012|9||24428||100.0||12066||2954||301|
01|00|0100000US|United States||61|611410|Business and secretarial schools||Y|Establishments exempt from federal income tax|850|50 largest firms|2012|9||24428||100.0||12066||2954||301|
01|00|0100000US|United States||61|61142|Computer training||Y|Establishments exempt from federal income tax|001|All firms|2012|80||106699||100.0||36207||8993||890|
01|00|0100000US|United States||61|61142|Computer training||Y|Establishments exempt from federal income tax|804|4 largest firms|2012|11||76385||71.6||24151||6094||419|
01|00|0100000US|United States||61|61142|Computer training||Y|Establishments exempt from federal income tax|808|8 largest firms|2012|15||85580||80.2||26689||6637||497|
01|00|0100000US|United States||61|61142|Computer training||Y|Establishments exempt from federal income tax|820|20 largest firms|2012|27||96925||90.8||32194||7979||744|
01|00|0100000US|United States||61|61142|Computer training||Y|Establishments exempt from federal income tax|850|50 largest firms|2012|59||105541||98.9||35783||8901||869|
01|00|0100000US|United States||61|611420|Computer training||Y|Establishments exempt from federal income tax|001|All firms|2012|80||106699||100.0||36207||8993||890|
01|00|0100000US|United States||61|611420|Computer training||Y|Establishments exempt from federal income tax|804|4 largest firms|2012|11||76385||71.6||24151||6094||419|
01|00|0100000US|United States||61|611420|Computer training||Y|Establishments exempt from federal income tax|808|8 largest firms|2012|15||85580||80.2||26689||6637||497|
01|00|0100000US|United States||61|611420|Computer training||Y|Establishments exempt from federal income tax|820|20 largest firms|2012|27||96925||90.8||32194||7979||744|
01|00|0100000US|United States||61|611420|Computer training||Y|Establishments exempt from federal income tax|850|50 largest firms|2012|59||105541||98.9||35783||8901||869|
01|00|0100000US|United States||61|61143|Professional and management development training||Y|Establishments exempt from federal income tax|001|All firms|2012|1253||1884302||100.0||565248||134804||10968|
01|00|0100000US|United States||61|61143|Professional and management development training||Y|Establishments exempt from federal income tax|804|4 largest firms|2012|58||405790||21.5||87547||20777||1152|
01|00|0100000US|United States||61|61143|Professional and management development training||Y|Establishments exempt from federal income tax|808|8 largest firms|2012|67||613802||32.6||154854||36101||2027|
01|00|0100000US|United States||61|61143|Professional and management development training||Y|Establishments exempt from federal income tax|820|20 largest firms|2012|100||834785||44.3||223847||52798||3631|
01|00|0100000US|United States||61|61143|Professional and management development training||Y|Establishments exempt from federal income tax|850|50 largest firms|2012|146||1086351||57.7||291401||68717||4748|
